License ID,Trade Name,Address,City,State,Zip Code,Report Type
"X14850","Samartzis Bros Co","1 Hesiod St. Muncipality of Aliavtos","Greece","","-","Unlicensed Supplier",
"X13964","Sameiras","Santo Andre N98","Spain","","-","Unlicensed Supplier",
"X11221","Samos Union of Vinicultural Coop","Malagari Samos 83 100","Greece","","-","Unlicensed Supplier",
"X12352","Samsara Winery Company","PO Box 1031","Salvang","CA","93464-1031","Unlicensed Supplier",
"X13375","Samuel Adams Pennsylvannia Brewery","7880 Penn Drive","Breinigsville","PA","19031","Unlicensed Supplier",
"X11695","San Alejandro S Coop","Ctra Calatayud Carinena KM 16.4","Spain","","-","Unlicensed Supplier",
"X01990","San Antonio Winery","737 Lamar Street","Los Angeles","CA","90031","Unlicensed Supplier",
"X16135","San Filippo","53024 Montalcino","Siena","IT","-","Unlicensed Supplier",
"X00069","San Francisco Wine Exchange","442 Tehama Street","San Francisco","CA","94103","Unlicensed Supplier",
"X13138","San Gabriel Beverage Group","2542 N San Gabriel Blvd","Rosemead","CA","91770","Unlicensed Supplier",
"X02610","San Gabriel Valley Warehouse","2542 N San Gabriel Blvd","Rosemead","CA","91770","Unlicensed Supplier",
"X03543","San Gregorio","Cr De Villalengua Cervera","Spain","","-","Unlicensed Supplier",
"X02762","San Lorenzo","contrada Alento 21","Italy","","-","Unlicensed Supplier",
"X16752","San Lurins","Via Gavinana 32","Italy","","-","Unlicensed Supplier",
"X13956","San Martino","Di Cescon Giovanni E Walter & C","Italy","","-","Unlicensed Supplier",
"X03223","San Martino","A V Francesco Colucci","Italy","","-","Unlicensed Supplier",
"X01816","San Michele A Torri","Via San Michele 36","France","","-","Unlicensed Supplier",
"X11250","San Polo Bodega & VInedos","Mitre 2818","Argentina","","-","Unlicensed Supplier",
"X14436","San Rafael Import Co","1920 Tampa East Blvd","Tampa","FL","33619","Unlicensed Supplier",
"X03155","San Romano","Borgata Giachelli","Italy","","-","Unlicensed Supplier",
"X02127","San Rustico","Via Pozzo 2 37020 Valgata","Italy","","-","Unlicensed Supplier",
"X02346","San Vincenti Di Pucci","Gaiole","Italy","","-","Unlicensed Supplier",
"X11887","Sanclodio Produccions A Modino","Fernando Vi 11 3D","Spain","","-","Unlicensed Supplier",
"X03541","Sand T Cellars","3194 Redwood Road","Napa","CA","94558","Unlicensed Supplier",
"X16974","Sandalo Organic Estates","1228 E 7th Ave 3rd Floor","Tampa","FL","33605","Unlicensed Supplier",
"X14573","Sandhi Wines","One Montgomery St Ste 3220","San Francisco","CA","94104","Unlicensed Supplier",
"X13657","Sandhi Wines LLC","PO Box 9480","Salt Lake City","UT","84109","Unlicensed Supplier",
"X17142","Sandlands Vineyards","1130 Alta Ave","Napa","CA","94559","Unlicensed Supplier",
"B00120","Sandpipper Trading","272 Plandome Road Suite 100","Manhasset","NY","11030","Unlicensed Supplier",
"X03581","Sandro Fay Az Agr","Via Pila Caslli 1","Italy","","-","Unlicensed Supplier",
"X13211","Sandro de Bruno","Via Santa Margherita 26","Italy","","-","Unlicensed Supplier",
"X00969","Sanford Winery","7250 Santa Rosa Road","Buellton","CA","93427","Unlicensed Supplier",
"X13736","Sanguis","P O Box 4185","Santa Barbara","CA","93140","Unlicensed Supplier",
"X12916","Sanity Wine & Spirits LLC","2112 Lone Oak Avenue","Napa","CA","94558","Unlicensed Supplier",
"X13300","Sans Liege","870 Price Street","Pismo Beach","CA","93449","Unlicensed Supplier",
"X16033","Sans Wine Co","PO Box 2774","Yountville","CA","94599","Unlicensed Supplier",
"X12901","Sant'or Winery","Santameri Dimoy Olenias","Greece","","-","Unlicensed Supplier",
"X02166","Santa Barbara","Borgo Mazzini 35","Italy","","-","Unlicensed Supplier",
"X14317","Santa Barbara County Wine Center","2643 Industrial Pkwy","Santa Maria","CA","93455","Unlicensed Supplier",
"X01458","Santa Cruz Mountain Vineyard","2300 Jarvis Road","Santa Cruz","CA","95065","Unlicensed Supplier",
"X16291","Santa Margherita USA","Annex 3, 1900 Sunset Harbour Dr","Miami Beach","FL","33139","Unlicensed Supplier",
"X03001","Santa Quiteria","C/B G Saez 34","Spain","","-","Unlicensed Supplier",
"X16008","Santa Rita USA Corp - Vintage Point","800 Brickell Ave Ste 800","Miami","FL","33131","Unlicensed Supplier",
"X10925","Santa Teresa Limitada","Manuel Rodriguez N229","Chile","","-","Unlicensed Supplier",
"B00543","Santan Brewing Company","8.5 San Marcos PL","Chandler","AZ","85225","Unlicensed Supplier",
"B00605","Sante Adairius Rustic Ales","103 Kennedy Dr","Capitola","CA","95010","Unlicensed Supplier",
"X01890","Sante Wine Distributors","2714 S Miami Blvd","Durham","NC","27703","Unlicensed Supplier",
"X10983","Santiago Queirolo","Av San Martin 1062","Peru","","-","Unlicensed Supplier",
"X02645","Santiago Ruiz SA","San Miguel De Tabagon","Spain","","-","Unlicensed Supplier",
"X03400","Santini Fine Wines","16505 Worthley Drive","San Lorenzo","CA","94580","Unlicensed Supplier",
"X03472","Santo Cooperatives","Fira Santorini","Greece","","-","Unlicensed Supplier",
"X15041","Santo Wines","Pyrgos 87000","Santorini","GR","-","Unlicensed Supplier",
"X12082","Santos J Carelli S A","Rivadavia","Argentina","","-","Unlicensed Supplier",
"X15393","Sao del Coster","43737 Gratallops","Spain","","-","Unlicensed Supplier",
"X13271","Sap House Meadery","6 Folson Road","Center Ossipee","NH","03814","Unlicensed Supplier",
"X14019","Sapere Aude Sparkling","3608 Maplewood Ave","Los Angeles","CA","90066","Unlicensed Supplier",
"X11323","Sapphire Brands","381 Mallory Station RD Ste 211","Franklin","TN","37067","Unlicensed Supplier",
"X11322","Sapphire Brands","P O Box 1287","Paso Robles","CA","93447","Unlicensed Supplier",
"X03411","Sapphire Hill Vineyards LLC","150 Old Vine Lane","Windsor","VA","95492","Unlicensed Supplier",
"X11976","Sapphire Wines LLC","381 Mallory Station Road Suite 211","Franklin","TN","37067","Unlicensed Supplier",
"B00011","Sapporo USA Inc","303 South Broadway","Tarrytown","NY","10591","Unlicensed Supplier",
"B00791","Sapwood Cellars Brewery","8980 MD-108 Suite MNO","Columbia","MD","21045","Unlicensed Supplier",
"X14400","Sara & Rene Viticultors, S.L.","43730 Falset","Spain","","-","Unlicensed Supplier",
"X16390","Sara Selections","Avenida La Rioja 19","Spain","","-","Unlicensed Supplier",
"X16476","Sara Selections","Avenida La Rioja 19","Spain","","-","Unlicensed Supplier",
"X10516","Saracco USD Wire","Via Circonvallazione 6","Italy","","-","Unlicensed Supplier",
"X14762","Saracina Vineyards LLC","11684 US-101","Hopland","CA","95449","Unlicensed Supplier",
"X03320","Sarah Powell Wines","P O Box 1658","Cave Junction","OR","97523","Unlicensed Supplier",
"X10689","Sarah's Vineyard","4005 Hecker Pass Hwy","Gilroy","CA","95020","Unlicensed Supplier",
"X00549","Saraiva Enterprises","74 Conway Street","New Bedford","MA","02740","Unlicensed Supplier",
"X15600","Saratoga Wine Exchange","43 Round Lake Rd #3","Ballston Lake","NY","12019","Unlicensed Supplier",
"X13389","Sarl Bonneterie","S Chemin De La Bonneterie","France","","-","Unlicensed Supplier",
"X12772","Sarl Cartier","Mas De Gourgonnier","France","","-","Unlicensed Supplier",
"X12990","Sarl Champagne Lepicier David","1 Route Nationale","France","","-","Unlicensed Supplier",
"X14843","Sarl DE LA Vavvise","","Menetou Ratel Sancerre","FR","-","Unlicensed Supplier",
"X03689","Sarl Danielle De L'Ansee","15 Rue Des Vignes Les Martinieres","France","","-","Unlicensed Supplier",
"X03546","Sarl De Raignac","Abbaye St Ferme","France","","-","Unlicensed Supplier",
"X15643","Sarl Districoutale","La Chambre F46700","Viresurlot France","","-","Unlicensed Supplier",
"X03303","Sarl Domaine Lucien Muzard","1 Rue De La Chapelle","France","","-","Unlicensed Supplier",
"X15595","Sarl Domaine de L'Edre","81 Rue Marchal Joffre","Vingrau","FR","66600","Unlicensed Supplier",
"X15722","Sarl Famille Chaudiere","1365 B Route de Flassan","Mormoiron","FR","84570","Unlicensed Supplier",
"X12113","Sarl Haverlan Diffusion","33640 Portets","France","","-","Unlicensed Supplier",
"X14075","Sarl Izarn Planes","34490 Causses et Veyran","France","","-","Unlicensed Supplier",
"X02272","Sarl Janny La Condemine","Cidex 1556","France","","-","Unlicensed Supplier",
"X10873","Sarl Jean Louis Bouillot","6 Rue Du Dr Rolland","France","","-","Unlicensed Supplier",
"X03691","Sarl Le Cedre Diffusion","Bru","France","","-","Unlicensed Supplier",
"X01238","Sarl Le Serbet","Passage Ste Helene 24","France","","-","Unlicensed Supplier",
"X12126","Sarl Les Cailloux","1 Bis Route De Seillac","France","","-","Unlicensed Supplier",
"X02891","Sarl Les Vin De Vienne","Bas Seyssuel 38200","France","","-","Unlicensed Supplier",
"X11520","Sarl Les Vins Contes","11 Rue De la Coru Haute","France","","-","Unlicensed Supplier",
"X13949","Sarl Lieubeau","44690 Chateau Thebaus","France","","-","Unlicensed Supplier",
"X16819","Sarl MW Company","150 Avenue de l'Espace Batiment A4 Lot1","Wambrechies","FR","59118","Unlicensed Supplier",
"X11530","Sarl Maison Movrat","Rte De La Roche","France","","-","Unlicensed Supplier",
"X03336","Sarl Montirius","Quartier Les Deves","France","","-","Unlicensed Supplier",
"X14335","Sarl Sud-Quest Decouvertes","Avenue Des Potiers","France","","-","Unlicensed Supplier",
"X14770","Sarl the Way of Wine","12 Quai de Lorraine","France","","-","Unlicensed Supplier",
"X14539","Sarmento Imports","991 Airport Rd","Fall River","VA","02720","Unlicensed Supplier",
"X11434","Sartirano Figli Cantine E Vigneti","12065 Monforte D Alba","Italy","","-","Unlicensed Supplier",
"X13514","Sas Domaine Gueissard","Route de la Gara Allee des Figuiers","France","","-","Unlicensed Supplier",
"X13239","Sas Paul Jourdan","22 Rue Anselme Mathieu","France","","-","Unlicensed Supplier",
"X02460","Sass Winery","9092 Jackson Hill Rd SE","Salem","OR","97306","Unlicensed Supplier",
"X01176","Saucelito Canyon Vineyard","7370 Hwy 128","Healdsburg","CA","95448","Unlicensed Supplier",
"X13664","Saucony Creek","15032 Kutztown Road","Kutztown","PA","19530","Unlicensed Supplier",
"B00492","Saucony Creek Brewing","15032 Kutztown Road","Kutztown","PA","19530","Unlicensed Supplier",
"X01957","Saumaize Michelin Roger","Vers La Croix","France","","-","Unlicensed Supplier",
"X00942","Sausal Winery","7370 Hwy 128","Healdsburg","CA","95448","Unlicensed Supplier",
"X03409","Sauvignon Republic Cellars","1451 Grove Street","Healdsburg","CA","95448","Unlicensed Supplier",
"X02907","Savannah Chanelle Vineyards","23600 Congress Springs Road","Saratoga","CA","95070","Unlicensed Supplier",
"X14004","Savannah Distributing","P O Box 1388","Savannah","GA","31402","Unlicensed Supplier",
"X12565","Savas","110 Rue Achard","France","","-","Unlicensed Supplier",
"X10921","Saviah Cellars","1979 JB George Road","Walla Walla","WA","99362","Unlicensed Supplier",
"X00759","Savignola Paolina","Via Petriolo 58","Italy","","-","Unlicensed Supplier",
"X11812","Savio Selections","1129 Northern Blvd Suite 410","Manhasset","NY","11030","Unlicensed Supplier",
"X15428","Savio Soares Selections","1140 Broadway Suite 1506","New York","NY","1001 -","Unlicensed Supplier",
"X12741","Saweco (Star Tree)","Unit 6 Ludel Avenue","Zamora","","-","Unlicensed Supplier",
"X11893","Sawtooth Winery","1910 Fairview Ave E Ste 500","Seattle","WA","98102","Unlicensed Supplier",
"X03171","Sawyer Cellars","8350 St Helena Hwy","Rutherford","CA","94573","Unlicensed Supplier",
"X11772","Saxon Brown Wines","PO Box 1832","Sonoma","CA","95476","Unlicensed Supplier",
"X12833","Saxum Vineyards","2810 Willow Creek Road","Paso Robles","CA","93446","Unlicensed Supplier",
"X01588","Sazerac Co Inc","PO Box 52821","New Orleans","LA","70152-2821","Unlicensed Supplier",
"X13727","Sbragia Family Vineyards","9990 Dry Creek Road","Geyserville","CA","95441","Unlicensed Supplier",
"X13636","Scacciadiavoli Azienda Agraria","Localita Cantinone 31","Italy","","-","Unlicensed Supplier",
"X17101","Scagliola Giacomo e Figlio Soc. Agricola","Reg. Santa Libera 10","14053 Canelli, Italia","","-","Unlicensed Supplier",
"X14948","Scala","Localita Torricella di San Biagio","88811 Ciro Marina (KR)","IT","-","Unlicensed Supplier",
"X15897","Scarzello Giorgio & Figli","Via Alba 29","Barolo","IT","12060","Unlicensed Supplier",
"X17064","Scavone Cantine","17614 Polo Trail","Bradenton","FL","34211","Unlicensed Supplier",
"B00520","Scea Chateau Camplazens","11110 Armissan","France","","-","Unlicensed Supplier",
"X12745","Scea Michel Pion Vignobles","149 Anniche 33550 Haux","France","","-","Unlicensed Supplier",
"X00773","Scea Noel & Christian Laudet","Moulin De Laballe","France","","-","Unlicensed Supplier",
"X12323","Scenic Root Winegrowers LLC","Business Office 29 Nokomis Ave","San Anselmo","CA","94960","Unlicensed Supplier",
"X16015","Scenic Valley Farms","12423 River Rd NE","Gervais","OR","97026","Unlicensed Supplier",
"X12539","Schafer Reichart Selections","2322 Bates Avenue","Concord","CA","94520","Unlicensed Supplier",
"B00549","Schafer Reichart Selections","2041 Hanscom Drive","South Pasadena","CA","91030","Unlicensed Supplier",
"X16725","Schatzi Wines","822 Salisbury Turnpike","Milan","NY","12571-4751","Unlicensed Supplier",
"X15952","Scheid Family Wines","815 West Market Street","Salinas","CA","93901","Unlicensed Supplier",
"X02178","Schiavenza","Serralunga D'Alba (CN)","Italy","","-","Unlicensed Supplier",
"B00698","Schilling Beer Company","26 Mill Street","Littleton","NH","03561","Unlicensed Supplier",
"X13880","Schilling Cider","3402 C Street NE #114","Auburn","VA","98002","Unlicensed Supplier",
"X00052","Schlumberger Wein","Heiligenstadterstrasse 35 42","Austria","","-","Unlicensed Supplier",
"B00429","Schmaltz Brewing Company","131 Excelsior Avenue","Saratoga Springs","NY","12866","Unlicensed Supplier",
"X11670","Schmitt Sohne Inc","1111 Benfield Blvd Suite 112","Millersville","MD","21108","Unlicensed Supplier",
"X00643","Schneiders of Capitol Hill","300 Massachusetts Avenue NE","Washington","DC","20018","Unlicensed Supplier",
"B00043","Schoenling Brewing Co","1599 Central Parkway","Cincinnati","OH","45214-3027","Unlicensed Supplier",
"X13839","Scholium Project LLC","PO Box 8052","Napa","CA","94559","Unlicensed Supplier",
"X16749","Schramm's Mead","914 Livernois St.","Ferndale","MI","48220","Unlicensed Supplier",
"X00071","Schramsberg Vineyards","1400 Schramsberg Road","Calistoga","CA","94515","Unlicensed Supplier",
"X00186","Schuetz Oles Winery","PO Box 834","St Helena","CA","94574","Unlicensed Supplier",
"X00935","Schug Carneros Estate Winery","602 Bonneau Road","Sonoma","CA","95476","Unlicensed Supplier",
"X02860","Schumann Nagler","Notgottesstr 29","Germany","","-","Unlicensed Supplier",
"X00769","Schwarz Wine Company","P O Box 182","South Australia","","-","Unlicensed Supplier",
"X03305","Schweiger Vineyards","4015 Spring Mountain Road","St Helena","CA","94574","Unlicensed Supplier",
"B00254","Schwelmer Beer Imports NA Inc","172 North 11Street Suite 6","Brooklyn","NY","11211","Unlicensed Supplier",
"X13796","Sciandri Family Vineyards","50 Kreuse Canyon Dr","Napa","CA","94559","Unlicensed Supplier",
"X13897","Scodex Wines","1 Place du Chapitre et des Jac","France","","-","Unlicensed Supplier",
"B00678","Scofflaw Brewing Co","1738 MacArthur Blvd NW","Atlanta","GA","30318","Unlicensed Supplier",
"X12597","Scolan Vino","Via Boschetto 4","Italy","","-","Unlicensed Supplier",
"X13571","Scolaris Vini SRL","Via Boschetto No 4","Italy","","-","Unlicensed Supplier",
"X14448","Scoperta Marchetti","Fond de Lac 78 Saw Mill Pond Rd","Edison","NJ","08817","Unlicensed Supplier",
"X10702","Scoperta Marketing Co","3091 Mayfield Road Suite 310","Cleveland Heights","OH","44118","Unlicensed Supplier",
"X12096","Scopetani","Via Fiorentina 33","Italy","","-","Unlicensed Supplier",
"X10798","Scott Harvey","830 Fulten Lane","St Helena","CA","94574","Unlicensed Supplier",
"X10695","Scott Henry Distribuciones","C/ Don Quijote 7 Local Garaje","Spain","","-","Unlicensed Supplier",
"X14136","Scott Levy Selections","671 Rosa Ave Suite 201","Metairie","LA","70005","Unlicensed Supplier",
"X14041","Scott Paul","P O Box 1170","Carlton","OR","97111","Unlicensed Supplier",
"X03114","Scott Paul C/O CA Wine Transport","747 Skyway Court","Napa","CA","20110-4178","Unlicensed Supplier",
"X02820","Scott Street Portfolio Inc","3684 Mt Diablo Blvd","Lafayette","CA","94549","Unlicensed Supplier",
"X13439","Scotto Cellars","712 Bancroft Road #463","Walnut Creek","CA","94598","Unlicensed Supplier",
"X15515","Scrappy's Bitters","13749 Midvale Ave N","Seattle","WA","98133","Unlicensed Supplier",
"X11235","Screaming Eagle Partners LLC","PO Box 12","Oakville","CA","94562","Unlicensed Supplier",
"X14968","Scribe Winery","2100 Denmark St","Sonoma","CA","95476","Unlicensed Supplier",
"X03272","Scrooge & Marley","650 west smith road unite #19","Medina","OH","44256","Unlicensed Supplier",
"X11825","Sea & Land Traders Int SL","11208 Algeciras","Spain","","-","Unlicensed Supplier",
"B00451","Sea Dog Brewing Co","26 Front Street","Bangor","ME","04401","Unlicensed Supplier",
"X10955","Sea Smoke Cellars","1712 Industrial Way F","Lompoc","CA","93436-4970","Unlicensed Supplier",
"X11847","Seaboard Products","17 collins Street","Danvers","MA","01923","Unlicensed Supplier",
"B00337","Seaboard Products","17 Collins St","Danvers","MA","01923-2601","Unlicensed Supplier",
"X16489","Seaman's Beverage and Logistics","635 Brighton Rd","Clifton","NJ","07012","Unlicensed Supplier",
"X13561","Sean Minor","1731 Howe Ave #615","Sacramento","CA","95825","Unlicensed Supplier",
"X03661","Seang Seang Express Inc","8572 Dakota Drive","Gaithersburg","MD","20877","Unlicensed Supplier",
"X00233","Seavey Vineyards","1310  Conn Valley Road","St Helena","CA","94574","Unlicensed Supplier",
"B00697","Seawolf Brewery","9160 Stebbing Way #J","Laurel","MD","20723","Unlicensed Supplier",
"X13647","Sebastien Montagne","No 1102 Freylon","France","","-","Unlicensed Supplier",
"X02444","Sebastopol Vineyards","8757 Green Valley Road","Sebastopol","CA","95472","Unlicensed Supplier",
"X12859","Seckford Wines Limited","Doc Lane Melton","United Kingdom","","-","Unlicensed Supplier",
"X16619","Second City Meadery","4465 N Elston Ave","Chicago","IL","60630","Unlicensed Supplier",
"X17051","Second Line Wines","201 Delvin Road","Napa","CA","94558","Unlicensed Supplier",
"X02141","Secret House Vineyards Inc","88324 Vineyard Lane","Veneta","OR","97487","Unlicensed Supplier",
"X01137","Seghesio Wineries Inc","14730 Grove Street","Healdsburg","CA","95448","Unlicensed Supplier",
"X11015","Seguin Manuel","2 Rue De L""Arquebuse","France","","-","Unlicensed Supplier",
"X10655","Segura Viudas","P O Box 1949","Sonoma","CA","95476","Unlicensed Supplier",
"X16298","Sei Solo Bodegas y Vinedos S.L.","Calle Hermosilla, 7","Madrid","SP","28001","Unlicensed Supplier",
"X02255","Selby Winery","5 Fitch Street","Healdsburg","CA","95448","Unlicensed Supplier",
"X03598","Select Brokers","15576 Center Road","Traverse City","MI","49686","Unlicensed Supplier",
"X13390","Select Fine Wines","1200 West 11th Street #212","Traverse City","MI","49684","Unlicensed Supplier",
"X14506","Select Vins","16 Route de Lunes","France","","-","Unlicensed Supplier",
"X02778","Select Wines DC LLC","5760 2nd Street NE","Washington","DC","20011","Unlicensed Supplier",
"X11073","Selected Brands","5001 NW 12th Avenue Ste L","Deerfield Beach","FL","33064","Unlicensed Supplier",
"X00179","Selected Estates of Europe Ltd","620 Concord Avenue","Mamaroneck","NY","10543","Unlicensed Supplier",
"X10578","Selective Wine Estates Inc","9 Tanglewood Drive","East Hanover","NJ","07936","Unlicensed Supplier",
"X10821","Selene Wines","PO Box 3131","Napa","CA","94558","Unlicensed Supplier",
"X11771","Selezione Fattorie SRL","Via Della Artigianato 50","Italy","","-","Unlicensed Supplier",
"B00478","Selkirk Abbey Brewing","61080 E Seltice Way Ste 102","Post Falls","ID","83854-5052","Unlicensed Supplier",
"X17030","Selva Capuzza Societa Agricola srl","Loc Selva Capuzza","Italy","","-","Unlicensed Supplier",
"X12013","Selva Viti Vini SL Mas Estela","17489 Selva De Mar","Spain","","-","Unlicensed Supplier",
"X12679","Selvapiana","Localits Selvapiana 45","Italy","","-","Unlicensed Supplier",
"X13552","Seniorio de Valei","La Granja s/n","Spain","","-","Unlicensed Supplier",
"X13977","Senorio De Rubios SL","Bouza Do Rato S/n Rubios 36 449","Spain","","-","Unlicensed Supplier",
"X12129","Senorio De San Vicente S.A.","c/Los Remedios 27","Spain","","-","Unlicensed Supplier",
"X03070","Senorio De Sobral SL","Freixo 20","Spain","","-","Unlicensed Supplier",
"X16423","Senses Wines","P O Box 171","Occidental","CA","95465","Unlicensed Supplier",
"X16435","Senses Wines","3411 Hillcrest Ave","Sebastopol","CA","95472","Unlicensed Supplier",
"X13356","Sepp Moser","A 395 Rohrendorf","Austria","","-","Unlicensed Supplier",
"X16064","Sequitur Wines","14799 NE North Valley Road","Newberg","OR","97132","Unlicensed Supplier",
"X14110","Sera Fina Cellars","1630 North Main St","Walnut Creek","CA","94596","Unlicensed Supplier",
"X11017","Serdonis C/O DHL Wines","1040 Santa Cruz Avenue","Menio Park","CA","94025","Unlicensed Supplier",
"X11958","Serendipity Wine Imports","9101 Wall Street Suite 1020","Austin","TX","87854","Unlicensed Supplier",
"X10860","Serenity Vineyards LLC","53 Wild Dunes Way Unit C-3","Old Orchard Beach","ME","04064","Unlicensed Supplier",
"X11299","Serge Dore Selections Ltd","59 South Greeley Ave Ste 100","Chappaqua","NY","10514","Unlicensed Supplier",
"X13767","Serra & Barcelo","c/ dels Mestres SB 3er 1","Spain","","-","Unlicensed Supplier",
"X14278","Serradenari","Guilia Negri","Italy","","-","Unlicensed Supplier",
"X16544","Sesikeli Winery","No. 42 Giorgi Leonidze Street","Telavi Kaheti 2200 Georgia","","-","Unlicensed Supplier",
"X13524","Seufert Winery","415 Ferry Street","Dayton","OR","97114","Unlicensed Supplier",
"X01283","Seven Hills Winery","212 North Third Avenue","Walla Walla","WA","99362","Unlicensed Supplier",
"X00642","Seven Lions Winery","220 Morris St","Sebastopol","CA","95472","Unlicensed Supplier",
"X11941","Seven Of Hearts","217 W Main Street","Carlton","OR","97111","Unlicensed Supplier",
"X10926","Seventy Five Wine Company","1043 Jefferson Street","Napa","CA","94559","Unlicensed Supplier",
"X16756","Severin Chollet Domaine Chollet","6 Ter Rue Joseph Renaud","France","","58150","Unlicensed Supplier",
"X11289","Sevier Imports LLC","765 Monaco Parkway","Denver","CO","80216","Unlicensed Supplier",
"X11901","Sevillana Imports","1025 Hardee Road","Coral Gables","FL","33146","Unlicensed Supplier",
"X15583","Sextant Wines","2324 W Hwy 46","Paso Robles","CA","93446","Unlicensed Supplier",
"X11619","Sexto","2269 Chestnut Street #861","San Francisco","CA","94123","Unlicensed Supplier",
"X14522","Shacksbury Cider","11 Main St","Vergennes","VT","05491","Unlicensed Supplier",
"B00813","Shades Brewing Company","154 W Utopia Ave","Salt Lake City","UT","84115","Unlicensed Supplier",
"X14789","Shadowbox Cellars","551 Technology Way","Napa","CA","94558","Unlicensed Supplier",
"X14743","Shadowbox Cellars (Eagel Rock Fulfillment)","620 Trancas St","Napa","CA","94558","Unlicensed Supplier",
"X00415","Shafer Vineyards","6154 Silverado Trail","Napa","CA","94558","Unlicensed Supplier",
"X11979","Shane Wine Cellars","170 Oriole Drive","Novato","CA","94949","Unlicensed Supplier",
"X13666","Shangy's","40 East Main St","Emmaus","PA","18049","Unlicensed Supplier",
"B00497","Shangys","40 East Main St","Emmaus","PA","18049","Unlicensed Supplier",
"X14105","Shannon Ridge Vineyards","2150 Argonaut Road","Lakeport","CA","95451","Unlicensed Supplier",
"X10453","Shaps & Roucher Sarrazin","7 Rue De Forges","France","","-","Unlicensed Supplier",
"X17358","Share A Splash Wine Co","716 Oak Grove Ave","Menlo Park","CA","94025","Unlicensed Supplier",
"X11100","Shark Trust Wines","2307 Fenton Pkwy Ste 107-33","San Diego","CA","92108","Unlicensed Supplier",
"X12600","Sharp Cellars","P O Box 289","Sonoma","CA","95476","Unlicensed Supplier",
"X11466","Sharpe Hill Vineyard","108 Wade Road","Pomfret","CT","06258","Unlicensed Supplier",
"X10679","Shaw Family Vintners","1471 1st Street","Calistoga","CA","94151","Unlicensed Supplier",
"X14160","Shaw and Smith PTY LTD","P O Box 1169","Australia","","-","Unlicensed Supplier",
"X17410","Shaw-Ross International Importers, LLC","2900 SW 149th Ave","Miramar","FL","33027","Unlicensed Supplier",
"X01496","Shea Vineyards","4304 SW Strathfell Lane","Portland","OR","97221","Unlicensed Supplier",
"X14614","Sheila  Awesome Produce","123 Main Street","Richmond","VA","12345","Unlicensed Supplier",
"X10726","Sheldrake Point Vineyard","7448 Country Road #153","New York","NY","14521","Unlicensed Supplier",
"B00627","Shelton Brothers","PO BOX 488","Belchertown","MA","01007","Unlicensed Supplier",
"B00155","Shelton Brothers","PO Box 486","Belchertown","MA","01007","Unlicensed Supplier",
"X13273","Shelton Brothers","180 Pleasant Street","Easthampton","MA","01027","Unlicensed Supplier",
"X02905","Shelton Vineyards","286 Cabernet Lane","Dobson","NC","27017","Unlicensed Supplier",
"X00943","Shenandoah Vineyards","12300 Steiner Road","Plymouth","CA","95669","Unlicensed Supplier",
"X11182","Sherbrooke Cellars","14 Harwood Court","Scarsdale","NY","10583","Unlicensed Supplier",
"X10599","Sheridan Vineyard","4957 Lakemont Blvd SE","Bellevue","WA","98006","Unlicensed Supplier",
"X11973","Sherwood Estate","P O Box 100","New Zealand","","-","Unlicensed Supplier",
"X14692","Shibumi Knoll Vineyards","3480 North Saint Helena Hwy","Saint Helena","CA","94574","Unlicensed Supplier",
"X17408","Shifflett Ranch & Vineyard","1201 Darms Lane","Napa","CA","94558","Unlicensed Supplier",
"B00655","Shipyard Brewing Company","86 Newbury St","Portland","ME","04101-4219","Unlicensed Supplier",
"X16553","Shirts and Skins","14531 Montevideo Rd","Poolesville","MD","20837","Unlicensed Supplier",
"B00213","Shmaltz Brewing Co","131 Excelsior Avenue","Saratoga Springs","NY","12866","Unlicensed Supplier",
"X16418","Shockoe Wine","12015 N Lakeridge Pkwy","Ashland","VA","23005","Unlicensed Supplier",
"X13994","Shoe Crazy Wine","660 A Airpark Rd","Napa","CA","94558","Unlicensed Supplier",
"X16302","Shoe Crazy Wine NC","1545 Cooper Street, Ste F&G","Durham","NC","27703","Unlicensed Supplier",
"X12007","Shoe String Wines","P O Box 509","New Zealand","","-","Unlicensed Supplier",
"X14341","Shooting Gallery Wines","1352 Main Street","Saint Helena","CA","94574","Unlicensed Supplier",
"X15452","Shoppers Wines","2321 Rt 22 West","Union","NJ","07083","Unlicensed Supplier",
"X12755","Shoreacre Wines","4465 Reservior Road","Geneseo","NY","14454","Unlicensed Supplier",
"X00226","Showket Vineyards","7778 Silverado Trail","Napa","CA","94558","Unlicensed Supplier",
"B00157","Shumann Nagler","Heidenrod","Germany","","-","Unlicensed Supplier",
"X15022","Shypoke Cellars","2882 Foothill Blvd","Calistoga","CA","94515","Unlicensed Supplier",
"B00188","Siam Uin Trading Company","Bangkok","Thailand","","-","Unlicensed Supplier",
"B00845","Sideward Brewing Company","210 N Bumby Ave","Orlando","FL","32803","Unlicensed Supplier",
"X12375","Sidra Angelon SL","La Teyera SN","Spain","","-","Unlicensed Supplier",
"X14084","Sidra ZApiain","Casa Errekalde 20115","Spain","","-","Unlicensed Supplier",
"X15124","Sidreria Urbitarte SL","C/Ergoiena S/N","Spain","","-","Unlicensed Supplier",
"X02222","Siduri Wines","980 Airway Court C","Santa Rosa","CA","95403","Unlicensed Supplier",
"B00008","Sieb Distributors Inc","418 Seneca Avenue","Ridgewood","NY","11385","Unlicensed Supplier",
