License ID,Trade Name,Address,City,State,Zip Code,Report Type
"40309","Quick Shop Convenient Store 1","2707 Granby St","Norfolk","VA","23517","Wine Retailer",
"37970","Quick Shop Convenient Store 3","1401 Tidewater Dr","Norfolk","VA","23504","Wine Retailer",
"69339","Quick Shop Food Mart","2014 Wickham Ave","Newport News","VA","23607","Wine Retailer",
"52195","Quick Shop Market","9314 Richmond Hwy","Lorton","VA","22079-1520","Wine Retailer",
"59407","Quick Shop Market","1738 Randolph Ave","Pulaski","VA","24301-2004","Wine Retailer",
"59057","Quick Stop","1221 East Market St","Charlottesville","VA","22902-5445","Wine Retailer",
"51167","Quick Stop","2444 Cedar Rd","Chesapeake","VA","23323-6305","Wine Retailer",
"73336","Quick Stop","11 W Hundred Rd","Chester","VA","23836-2501","Wine Retailer",
"26005","Quick Stop","4442 Cleburne Blvd","Dublin","VA","24084","Wine Retailer",
"10707","Quick Stop","18020 S Main St","Dumfries","VA","22026-2354","Wine Retailer",
"44660","Quick Stop","18020 Main St","Dumfries","VA","22026-2472","Wine Retailer",
"76270","Quick Stop","2301 Plank Rd","Fredericksburg","VA","22401-4901","Wine Retailer",
"76269","Quick Stop","554 Warrenton Rd","Fredericksburg","VA","22406-1026","Wine Retailer",
"12414","Quick Stop","544 Warrenton Rd","Fredericksburg","VA","22406","Wine Retailer",
"68762","Quick Stop","1970 E Pembroke Ave","Hampton","VA","23663","Wine Retailer",
"76958","Quick Stop","604 Lasalle Ave","Hampton","VA","23669-4224","Wine Retailer",
"16735","Quick Stop","1041 Us Highway 211 W","Luray","VA","22835-5245","Wine Retailer",
"26955","Quick Stop","RR 1 Box 141","Port Republic","VA","24471-9715","Wine Retailer",
"41245","Quick Stop","5102 Vick St","Portsmouth","VA","23701-1923","Wine Retailer",
"60075","Quick Stop","5102 Vick St","Portsmouth","VA","23701-1923","Wine Retailer",
"76268","Quick Stop","432 Garrisonville Rd Apt 10","Reston","VA","22554","Wine Retailer",
"73573","Quick Stop","3200 Darbytown Rd","Richmond","VA","23231-7147","Wine Retailer",
"55587","Quick Stop","1160 Portsmouth Blvd","Suffolk","VA","23434-2224","Wine Retailer",
"62641","Quick Stop","928 Church Ln","Tappahannock","VA","22560","Wine Retailer",
"1645","Quick Stop","1270 Diamond Springs Rd","Virginia Beach","VA","23455","Wine Retailer",
"43476","Quick Stop 2","1518 Martinsburg Pike","Winchester","VA","22603-5417","Wine Retailer",
"45854","Quick Stop 3","5033 Main St Stop 3","Stephens City","VA","22655-3003","Wine Retailer",
"17612","Quick Stop 36","15324 Lee Hwy","Bristol","VA","24202","Wine Retailer",
"72851","Quick Stop Deli And Grocery","3201 E Broad Rock Rd","Richmond","VA","23224-3501","Wine Retailer",
"52556","Quick Stop Food Mart","10030 Hull Street Rd","Richmond","VA","23236-1409","Wine Retailer",
"73698","Quick Stop Food Mart","7607 Brook Rd","Richmond","VA","23227-1818","Wine Retailer",
"34535","Quick Stop Foods","3403 Sewells Point Rd","Norfolk","VA","23513-5432","Wine Retailer",
"42194","Quick Stop Hampton","1970 E Pembroke Ave","Hampton","VA","23663","Wine Retailer",
"57837","Quick Stop Market","2903 Shell Rd","Hampton","VA","23661-1416","Wine Retailer",
"73175","Quick Stop Market","2903 Shell Rd","Hampton","VA","23661-1416","Wine Retailer",
"16171","Quick Stop Market # 30","15749 Porterfield Hwy","Abingdon","VA","24210","Wine Retailer",
"20023","Quick Stop Market # 40","626 E Main St","Abingdon","VA","24210-2338","Wine Retailer",
"43361","Quick Stop Market # 43","116 Colley Shopping Ctr","Clintwood","VA","24228","Wine Retailer",
"18822","Quick Stop Market #37","1901 Euclid Ave","Bristol","VA","24201","Wine Retailer",
"22714","Quick Stop Market #38","109 Commonwealth Ave","Bristol","VA","24201","Wine Retailer",
"12784","Quick Stop Mart","1075 Garrisonville Rd","Stafford","VA","22556","Wine Retailer",
"19084","Quick Stop Mkt 39","1135 Old Airport Rd","Bristol","VA","24202","Wine Retailer",
"10743","Quick Stop Shell","2301 Plank Rd","Fredericksburg","VA","22401-4901","Wine Retailer",
"8319","Quick Stop Shell","554 Warrenton Rd","Fredericksburg","VA","22406-1026","Wine Retailer",
"7338","Quick Stop Shell","2301 Plank Rd","Fredericksburg","VA","22401-4901","Wine Retailer",
"6550","Quick Stop Shell","554 Warrenton Road","Fredericksburg","VA","22406-1026","Wine Retailer",
"64519","Quick Stop Shell","10030 Hull Street Rd","Richmond","VA","23236-1409","Wine Retailer",
"10924","Quick Stop Shell","432 Garrisonville Rd Ste 16","Stafford","VA","22554-1577","Wine Retailer",
"48389","Quick Stop Shell 609","10030 Hull Street Rd","Richmond","VA","23236-1409","Wine Retailer",
"73751","Quick Superett  2","595 E Main St","Lebanon","VA","24266-4701","Wine Retailer",
"70450","Quick Thrift Market","1602 Williamson Rd Ne","Roanoke","VA","24012-5127","Wine Retailer",
"41413","Quick Trip","510 E Laburnum Ave","Richmond","VA","23222","Wine Retailer",
"44305","Quick Way","5032 Melrose Ave NW","Roanoke","VA","24017-2340","Wine Retailer",
"7179","Quick Way","1015 Apperson Dr","Salem","VA","24153-7132","Wine Retailer",
"80548","Quick Way","50 Thompson Memorial Dr","Salem","VA","24153-3910","Wine Retailer",
"52331","Quick Way # 3","50 Thompson Memorial Dr","Salem","VA","24153-3910","Wine Retailer",
"40508","Quick Way #3","5032 Melrose Ave","Roanoke","VA","24017","Wine Retailer",
"67914","Quick Way 4","1123 Fairfax St","Radford","VA","24141-5342","Wine Retailer",
"27977","Quick Way Food Mart","2209 Brandon Ave SW","Roanoke","VA","24015-3401","Wine Retailer",
"12853","Quick-Ette NW","6306 Peters Creek Rd","Roanoke","VA","24019","Wine Retailer",
"39047","Quickie Mart","403 Jefferson St","Danville","VA","24541","Wine Retailer",
"35816","Quickie Mart","403 Jefferson St","Danville","VA","24541","Wine Retailer",
"71288","Quickie Mart","403 Jefferson St","Danville","VA","24541-1913","Wine Retailer",
"72428","Quickie Mart","403 Jefferson St","Danville","VA","24541-1913","Wine Retailer",
"48114","Quicks Stop & Go Mini Mart","22 N South St","Petersburg","VA","23803-3024","Wine Retailer",
"56599","Quicks Stop & Go Mini Mart","22 N South St","Petersburg","VA","23803-3024","Wine Retailer",
"14507","Quicksburg Grocery","General Delivery","Quicksburg","VA","22847-9999","Wine Retailer",
"17183","Quickway","2209 Brandon Ave SW","Roanoke","VA","24015-3401","Wine Retailer",
"38844","Quickway # 2","16 Chestnut St","Salem","VA","24153","Wine Retailer",
"67061","Quicky Chicken & Fish","1559 N King St","Hampton","VA","23669-1906","Wine Retailer",
"15175","Quicky Convenience Store","11212 Iron Bridge Rd","Chester","VA","23831-1443","Wine Retailer",
"67000","Quicky Mart","1309 E Washington St","Suffolk","VA","23434-3544","Wine Retailer",
"38855","Quicky's","11212 Ironbridge Rd","Chester","VA","23831-1443","Wine Retailer",
"7288","Quik E Food Store","100 N Main St","Amherst","VA","24521","Wine Retailer",
"37733","Quik E Food Store","4380 Waterlick Rd","Forest","VA","24551-2951","Wine Retailer",
"32652","Quik E Food Store","1200 Lakeside Dr","Lynchburg","VA","24501-3216","Wine Retailer",
"25799","Quik E Food Store","6015 Fort Ave","Lynchburg","VA","24502-1931","Wine Retailer",
"40025","Quik E Food Store","3631 S Amherst Hwy","Madison Heights","VA","24572","Wine Retailer",
"37758","Quik E Food Store","73 Campbell Hwy","Rustburg","VA","24588","Wine Retailer",
"26862","Quik E Food Stores","809 Court St","Appomattox","VA","24522","Wine Retailer",
"58891","Quik E Food Stores","18180 Forest Rd","Forest","VA","24551","Wine Retailer",
"25913","Quik E Food Stores","2209 Wards Rd","Lynchburg","VA","24502","Wine Retailer",
"33439","Quik E Food Stores","8217 Timberlake Rd","Lynchburg","VA","24502","Wine Retailer",
"25264","Quik E Food Stores","4012 Wards Rd","Lynchburg","VA","24502-2944","Wine Retailer",
"25266","Quik E Food Stores","2220 Lakeside Dr","Lynchburg","VA","24501-6702","Wine Retailer",
"73027","Quik E Food Stores","4664 S Amherst Hwy","Madison Heights","VA","24572","Wine Retailer",
"66544","Quik Fuel","608 E Atlantic St","South Hill","VA","23970-4828","Wine Retailer",
"63898","Quik Mart","1207 Grady Ave","Charlottesville","VA","22903-2222","Wine Retailer",
"77120","Quik Mart","212 Wythe Creek Rd","Poquoson","VA","23662-1912","Wine Retailer",
"3094","Quik Mart","212 Wythe Creek Rd","Poquoson","VA","23662-1912","Wine Retailer",
"75259","Quik N Sav","3234 Cromwell Dr","Norfolk","VA","23509-2645","Wine Retailer",
"67642","Quik N Sav","3234 Cromwell Dr","Norfolk","VA","23509-2645","Wine Retailer",
"56394","Quik Pick","61 E Mercury Blvd","Hampton","VA","23669","Wine Retailer",
"17314","Quik Pik Conv Store","2102 Angus Rd","Charlottesville","VA","22901-2716","Wine Retailer",
"60090","Quik Pik Convenience Store","2102 Angus Rd","Charlottesville","VA","22901-2716","Wine Retailer",
"52080","Quik Pik Up","2511 Colonial Ave","Norfolk","VA","23517-1225","Wine Retailer",
"70862","Quik Pik Up","2511 Colonial Ave","Norfolk","VA","23517-1225","Wine Retailer",
"41998","Quik Shop","300 N Main St","Dumfries","VA","22026-2354","Wine Retailer",
"11780","Quik Shop","9308 Gunston Cove Rd","Lorton","VA","22079-2738","Wine Retailer",
"44114","Quik Shop Stores","9309 Gunston Cove Rd","Lorton","VA","22079-2737","Wine Retailer",
"21947","Quik Sooperette 1","RR 3 Box 48","Lebanon","VA","24266-9423","Wine Retailer",
"29182","Quik Sooperette 2","RR 4 Box 268","Lebanon","VA","24266-9713","Wine Retailer",
"64865","Quik Stop","23822 Airport Rd","Petersburg","VA","23803","Wine Retailer",
"43049","Quik Stop","3200 Darbytown Rd","Richmond","VA","23231-7147","Wine Retailer",
"39095","Quik Stop","10030 Hull Street Rd","Richmond","VA","23236-1409","Wine Retailer",
"35417","Quik Stop","10030 Hull Street Rd","Richmond","VA","23236-1409","Wine Retailer",
"48484","Quik Stop","4012 Government Rd","Richmond","VA","23223","Wine Retailer",
"45322","Quik Stop","4994 Franklin St","Rocky Mount","VA","24151","Wine Retailer",
"34246","Quik Stop","4994 Franklin St","Rocky Mount","VA","24151-5381","Wine Retailer",
"27916","Quik Stop","4994 Franklin St","Rocky Mount","VA","24151","Wine Retailer",
"46891","Quik Stop # 5","1120 E Atlantic St","La Crosse","VA","23950-1822","Wine Retailer",
"46996","Quik Stop 2","212 S Mecklenburg Ave Stop 2","South Hill","VA","23970-2620","Wine Retailer",
"55794","Quik Stop 3","RR 1 Box 447","La Crosse","VA","23950-9547","Wine Retailer",
"13118","Quik Stop 4","329 E 2nd St","Chase City","VA","23924-1711","Wine Retailer",
"30963","Quik Stop Convenient Food Store","26800 Highway Forty Seven","South Hill","VA","23970-4828","Wine Retailer",
"46591","Quik Stop Food Store","2850 Hull St","Richmond","VA","23224-3680","Wine Retailer",
"57829","Quik Stop Food Store Ii","11 W Hundred Rd","Chester","VA","23836-2501","Wine Retailer",
"5352","Quik Stop Shell","432 Garrisonville Rd Ste 16","Stafford","VA","22554-1577","Wine Retailer",
"53707","Quikster Food Mart","810c Madison St","Covington","VA","24426-6351","Wine Retailer",
"72520","Quinby Harbor Mart","20223 Harbor Circle","Quinby","VA","23423","Wine Retailer",
"9408","Quincey's Pizza Inc","142 W Laurel Ave","Damascus","VA","24236","Wine Retailer",
"52280","Quinceys Pizza","Int S Shady Ave & 2nd St  Po Box 237","Damascus","VA","24236","Wine Retailer",
"59214","Quinceys Pizza","P O Box 991 Hwy 91n By Pass","Glade Spring","VA","24340","Wine Retailer",
"71804","Quinceys Pizza Inc","102 S Shadey Ave","Damascus","VA","24236","Wine Retailer",
"71803","Quinceys Pizza Inc","Hwy 91 N Bypass P O Box 991","Glade Spring","VA","24340","Wine Retailer",
"77896","Quinceys Pizza Inc.","142 West Laurel Ave","Damascus","VA","24236-0237","Wine Retailer",
"56995","Quinceys Pizza and Backyard Grill","132 W Laurel Ave","Damascus","VA","24236-0762","Wine Retailer",
"76349","Quinns Restaurant","50 N Main St","Kilmarnock","VA","22482-8501","Wine Retailer",
"46893","Quinton Oaks Golf Club","262 Quinton Oaks Ln","Callao","VA","22435","Wine Retailer",
"74213","Quinton Oaks Golf Course","Route 757 P O Box 247","Callao","VA","22435","Wine Retailer",
"57766","Quinton Oaks Golf Course","Rt 757 P O Box 247","Callao","VA","22435","Wine Retailer",
"6875","Quinton Oaks Golf Course","262 Quinton Oaks Ln","Callao","VA","22435-0247","Wine Retailer",
"81302","Quinton Oaks Golf Course","262 Quinton Oaks Ln","Callao","VA","22435-2423","Wine Retailer",
"40665","Quinton Oaks Grill","262 Quinton Oaks Ln","Callao","VA","22435","Wine Retailer",
"39143","Quioccasin Auto Clinic","9230 Quioccasin Rd","Richmond","VA","23229-5426","Wine Retailer",
"20027","Quioccasin BP","9230 Quioccasin Rd","Richmond","VA","23229-5426","Wine Retailer",
"69000","Quioccasin Food Mart","9230 Quioccasin Rd.","Henrico","VA","23229","Wine Retailer",
"89","Quioccasin Tire & Auto","9230 Quioccasin Rd","Richmond","VA","23229-5426","Wine Retailer",
"41727","Quisqueya Restaurant & Night Club","6346 Midlothian Tpke","Richmond","VA","23225","Wine Retailer",
"13566","Qwick Stop Food Mart","340 E Valley Dr","Bristol","VA","24201","Wine Retailer",
"14068","Qwik Food Mart","501 Southpark Blvd","Colonial Heights","VA","23834-3610","Wine Retailer",
"54121","Qwik Save","3497 Holland Rd Ste 107","Virginia Beach","VA","23452-4894","Wine Retailer",
"43342","Qwik Stop","8 E Wythe St","Petersburg","VA","23803-4534","Wine Retailer",
"40750","Qwik Stop 1","715 E Washington St","Petersburg","VA","23803-3449","Wine Retailer",
"13128","R & B Market","1701 Brown Ave","Norfolk","VA","23504-4404","Wine Retailer",
"72749","R & C Cash Market","RR 1 Box 200","Stanley","VA","22851-9714","Wine Retailer",
"49848","R & C Seafood Shoppe","21229 Lankford Hwy","Cheriton","VA","23316","Wine Retailer",
"60435","R & D Sporting Goods & Conven Store","1221 E Market St","Charlottesville","VA","22902-5445","Wine Retailer",
"293","R & D'S Get It and Go","201 E 3rd St","Farmville","VA","23901-1531","Wine Retailer",
"58487","R & E Groceries","Genl Del Rts 610 & 619","Richardsville","VA","22736","Wine Retailer",
"58168","R & G Grocery","1408 South St","Franklin","VA","23851-2142","Wine Retailer",
"75771","R & G Grocery","1408 South St","Franklin","VA","23851-2142","Wine Retailer",
"74711","R & G Grocery Store","1408 South St","Franklin","VA","23851-2142","Wine Retailer",
"80594","R & G Mart","320 North Ridge Street","Danville","VA","24541","Wine Retailer",
"57816","R & H Convenience Store","1250 Gaston Rd","Skippers","VA","23879-2706","Wine Retailer",
"19876","R & H Grocery","11532 James Madison Hwy","Remington","VA","22734-2146","Wine Retailer",
"73659","R & H Grocery","11532 James Madison Hwy","Remington","VA","22734-2146","Wine Retailer",
"3614","R & H Grocery","Rtes 15 & 29","Remington","VA","22734","Wine Retailer",
"69901","R & H Grocery","11532 James Madison St","Remington","VA","22734-2146","Wine Retailer",
"74838","R & H Inc","1250 Gaston Rd","Skippers","VA","23879-2706","Wine Retailer",
"27688","R & J Grill","7516 Linton Hall Rd","Gainesville","VA","20155-2912","Wine Retailer",
"26746","R & K Country Inn","RR 2 Box 330","Lancaster","VA","22503-9347","Wine Retailer",
"26337","R & K Country Store Inc","11064 River Rd","Lancaster","VA","22503","Wine Retailer",
"4340","R & K Grocery","Main St P O Box 1188","Pamplin","VA","23958","Wine Retailer",
"6534","R & L Convenience & Grill","108 Farmville Hwy","Keysville","VA","23947-0455","Wine Retailer",
"73694","R & L Texaco & Grill","St Rt 687 Rt 2 Box 47","Bassett","VA","24055","Wine Retailer",
"61460","R & M Birite","6345 Old Buckingham Rd","Powhatan","VA","23139","Wine Retailer",
"32235","R & M Community Market","200 N County Dr","Wakefield","VA","23888-2941","Wine Retailer",
"74741","R & M Grocery","18606 Mckenney Hwy","Stony Creek","VA","23882-2202","Wine Retailer",
"67464","R & M New York Market","60 Davis Hwy","Mineral","VA","23117","Wine Retailer",
"68134","R & N Petroleum LLC","2910 Victory Blvd","Portsmouth","VA","23702-1826","Wine Retailer",
"45392","R & Os Market","2960 Millwood Pike","Winchester","VA","22602","Wine Retailer",
"13157","R & P Grocery","510 Cabell St","Lynchburg","VA","24504","Wine Retailer",
"10074","R & P Grocery","30114 Unit 1 Poor Valley Rd","Saltville","VA","24370","Wine Retailer",
"74830","R & R Catering","8004 Alban Rd Ste A","Springfield","VA","22150-2256","Wine Retailer",
"34407","R & R Grocery & Grill","9901 Chatham Road","Martinsville","VA","24112","Wine Retailer",
"25663","R & R Grocery & Grill","9901 Chatham Rd","Martinsville","VA","24112","Wine Retailer",
"51514","R & R Market & Snack Bar","1611 Wadsworth St","Radford","VA","24141-3413","Wine Retailer",
"11627","R & R Market & Snack Bar","1611 Wadsworth St","Radford","VA","24141-3413","Wine Retailer",
"71712","R & R Mini Par","RR 2 Box 1124","Ridgeway","VA","24148-9580","Wine Retailer",
"61881","R & R Stores","1050 S Military Hwy","Chesapeake","VA","23320-2345","Wine Retailer",
"59824","R & S Country Store","Hwy 63 Rt 1 Box 590","St Paul","VA","24283-9733","Wine Retailer",
"5912","R & S Country Store","7500 Fairystone Pk Hwy","Stuart","VA","24171-3145","Wine Retailer",
"60779","R & S Food Store","402 W Brookland Park Blvd","Richmond","VA","23222-2606","Wine Retailer",
"17197","R Bar & Grille","4402 Princess Anne Rd # 108","Virginia Beach","VA","23462-7908","Wine Retailer",
"60992","R Bar & Grille","2947 Shore Dr","Virginia Beach","VA","23451","Wine Retailer",
"31848","R Brocks General Store","Int Hwys 1304 & 1303 Gen Del","Wicomico","VA","23184","Wine Retailer",
"32396","R Bs Crabhouse","1241 Jefferson Davis Hwy","Falmouth","VA","22405-4508","Wine Retailer",
"50783","R Cs II's Showgirls","7661 Granby St","Norfolk","VA","23505-2508","Wine Retailer",
"4992","R D Sadler Service Station","Cor Main & High Sts  P O Box 417","Lacrosse","VA","23950","Wine Retailer",
"7919","R D Vaughan","Int Hwys 17 & 301","Port Royal","VA","22535","Wine Retailer",
"39228","R E Grocery Store","29162 Eleys Ford Rd","Richardsville","VA","22736","Wine Retailer",
"64303","R H Ballard Art Rug & Home","307 Main St","Washington","VA","22747","Wine Retailer",
"74427","R J Gators Of Annandale","7137 Little River Tpke","Annandale","VA","22003-3303","Wine Retailer",
"42383","R J Mart","100 W Nine Mile Rd","Highland Springs","VA","23075","Wine Retailer",
"31011","R J's Bar And Grill","1210 Arlington Rd","Hopewell","VA","23860-6016","Wine Retailer",
"57969","R Js","12743 Jefferson Ave","Newport News","VA","23602-4317","Wine Retailer",
"40274","R Js Cafe & Pizzeria","6276 Courthouse Rd","Spotsylvania","VA","22551-6114","Wine Retailer",
"49055","R Js Deli & Store","707 E Market St Ste I","Leesburg","VA","20176-4472","Wine Retailer",
"77794","R Js Deli & Store","707 E Market St Ste I","Leesburg","VA","20176-4472","Wine Retailer",
"74047","R Js Deli & Store","707 E Market St Ste I","Leesburg","VA","20176-4472","Wine Retailer",
"56827","R Js Restaurant","Rt 360 Po Box 592","Callao","VA","22435","Wine Retailer",
"77485","R K Petroleum Gitgo","2758 N Washington Blvd","Arlington","VA","22201-1945","Wine Retailer",
"1755","R K Petrolium Citgo","2758 N Washington Blvd","Arlington","VA","22201-1945","Wine Retailer",
"75371","R L Yancey Grocery","119 Yancey Store Cir","Nelson","VA","24580-3029","Wine Retailer",
"32465","R L Yancey Grocery","119 Yancey Store Cir","Nelson","VA","24580-3029","Wine Retailer",
"76479","R Mart","683 J Clyde Morris Blvd","Newport News","VA","23601-1834","Wine Retailer",
"27267","R Miller Mart","12801 Jefferson Ave","Newport News","VA","23608-3017","Wine Retailer",
"57319","R Rs Convenience Store","172 S Plaza Trl","Virginia Beach","VA","23452-5500","Wine Retailer",
"61620","R S Express","4007 Jefferson Davis Hwy","Richmond","VA","23234-2635","Wine Retailer",
"79016","R S Express","4007 Jefferson Davis Hwy.","Richmond","VA","23234","Wine Retailer",
"76501","R S Express Mart","4007 Jefferson Davis Hwy","Richmond","VA","23234-2635","Wine Retailer",
"9532","R T 's Dock-N-Dine","16430 Booker T Washington Hwy Unit 2","Moneta","VA","24121","Wine Retailer",
"18911","R Ts Restaurant","3804 Mount Vernon Ave","Alexandria","VA","22305-2409","Wine Retailer",
"31955","R W Powell Gen Mdse Real Est Trust","Int Hwys 33 & 633 Po Box 247","Quinque","VA","22965","Wine Retailer",
"43151","R&H Grocery","11532 James Madison St","Remington","VA","22734","Wine Retailer",
"31009","R-B Grocery Store","5750 Carterville Rd","Powhatan","VA","23139","Wine Retailer",
"11159","R-Deli","13951 Metrotech Dr","Chantilly","VA","20151-3239","Wine Retailer",
"39205","R-J Ranch","8736 Double Cabin Rd","Hillsville","VA","24343","Wine Retailer",
"9637","R-U-Up","13563 Peaks Rd","Bedford","VA","24523","Wine Retailer",
"13961","R. C's Tavern & Grill","8864 Richmond Rd","Toano","VA","23168-8815","Wine Retailer",
"169","R. J. Cooper's Inc.","300 Randall Expressway (Trainstation","Bristol","VA","24201","Wine Retailer",
"78735","RAAM LLC","4105 S. Laburnum","Richmond","VA","23231","Wine Retailer",
"65308","RD Mart","2301 Plank Rd","Fredericksburg","VA","22401","Wine Retailer",
"33399","RDs Food Mart","4413 George Washington Hwy","Portsmouth","VA","23702","Wine Retailer",
"31750","RJ Mart","100 W Nine Mile Rd","Highland Springs","VA","23075","Wine Retailer",
"79385","RJS Restaurant and Sports Pub","12743 Jefferson Ave","Newport News","VA","23602-4317","Wine Retailer",
"46889","RJs Deli","707I E Market St","Leesburg","VA","20176-4402","Wine Retailer",
"26225","RJs Deli & Store LLC","707 I E Market St","Leesburg","VA","20176-4472","Wine Retailer",
"43104","RK Grocery Store","19873 Senedo Rd","Edinburg","VA","22824","Wine Retailer",
"4808","RR Saloon Cafe","22330 Sterling Blvd","Sterling","VA","20164-4241","Wine Retailer",
"42556","RR Stations","234 E Main St","Marion","VA","24354","Wine Retailer",
"45541","RR Stations","234 E Main St","Marion","VA","24354","Wine Retailer",
"34225","RS Express","4007 Jefferson Davis Hwy","Richmond","VA","23234-2635","Wine Retailer",
"11472","RSVP Catering","2930 Prosperity Ave","Fairfax","VA","22031-2209","Wine Retailer",
"81279","RT's Shop & Save 2","`2325 West Main Street","Salem","VA","24153","Wine Retailer",
"67362","RTS Shop & Save","7237 Timberlake Rd","Lynchburg","VA","24502","Wine Retailer",
"65095","RV Adventures Inc","5370 A Old Virginia St","Urbanna","VA","23175-0178","Wine Retailer",
"78719","RY Restaurant","1718 Atlantic Ave Ste 101","Virginia Beach","VA","23451-3477","Wine Retailer",
"4892","Raaga  Restaurant","5872 Leesburg Pike","Falls Church","VA","22041-2309","Wine Retailer",
"68122","Rabbit","3035 Clarendon Blvd","Arlington","VA","22201","Wine Retailer",
"51259","Rabieng Thai Restaurant","5892 Leesburg Pike","Falls Church","VA","22041-2309","Wine Retailer",
"40889","Race Coast","1102 Portlock Rd","Chesapeake","VA","23324","Wine Retailer",
"56114","Race Coast","3161 Battlefield Blvd S","Chesapeake","VA","23322-2343","Wine Retailer",
"40055","Race Coast","3161 S Battlefield Blvd","Chesapeake","VA","23322","Wine Retailer",
"79335","Race Coast","3161 S Battlefield Blvd","Chesapeake","VA","23322","Wine Retailer",
"64432","Race Coast","2037 Battlefield Blvd N","Chesapeake","VA","23324-2924","Wine Retailer",
"62319","Race Coast","3370 Commander Sheppard Blvd","Hampton","VA","23666","Wine Retailer",
"64488","Race Coast","3370 Commander Shepard Blvd","Hampton","VA","23666","Wine Retailer",
"64487","Race Coast","1404 E Pembroke Ave","Hampton","VA","23663","Wine Retailer",
"40050","Race Coast","1243 Norview Ave","Norfolk","VA","23513-2048","Wine Retailer",
"40052","Race Coast","2335 Azalea Garden Rd","Norfolk","VA","23513-3909","Wine Retailer",
"40054","Race Coast","303 E Little Creek Rd","Norfolk","VA","23505-2602","Wine Retailer",
"40049","Race Coast","2332 Pruden Blvd","Suffolk","VA","23434","Wine Retailer",
"64396","Race Coast","3161 S Battlefield Blvd","Chesapeake","VA","23322","Wine Retailer",
"64395","Race Coast","303 E Little Creek Rd","Norfolk","VA","23505-2602","Wine Retailer",
"47339","Race Coast  Azalea","2335 Azalea Garden Rd","Norfolk","VA","23513-3909","Wine Retailer",
"53440","Race Coast 111","2475 E Little Creek Rd","Norfolk","VA","23518","Wine Retailer",
"53442","Race Coast 112","324 N Battlefield Blvd","Chesapeake","VA","23320","Wine Retailer",
"52608","Race Coast 3","1100 Portlock Rd","Chesapeake","VA","23324","Wine Retailer",
"62320","Race Coast 9","1404 E Pembroke Ave","Hampton","VA","23663","Wine Retailer",
"48488","Race Coast 9","1410 E Pembroke Ave","Hampton","VA","23663-2030","Wine Retailer",
"65534","Race Coast Mart","2037 N Battlefield Blvd","Chesapeake","VA","23324","Wine Retailer",
"49921","Race Coast Norview","1243 Norview Ave","Norfolk","VA","23513","Wine Retailer",
"47343","Race Coast Suffolk","2332 Pruden Blvd","Suffolk","VA","23434","Wine Retailer",
"58708","Race Fork Grocery","Hwy 643 P O Box 537","Hurley","VA","24620-0537","Wine Retailer",
"71017","Race Fork Grocery","Rt 643","Hurley","VA","24620-0537","Wine Retailer",
"62317","Race In","932 W Atlantic St","Emporia","VA","23847","Wine Retailer",
"12179","Race In","Hwy 58 W","Hillsville","VA","24343","Wine Retailer",
"12455","Race In","1067 W Stuart Dr","Hillsville","VA","24343","Wine Retailer",
"32299","Race In Inc","1067 W Stuart Dr","Hillsville","VA","24343-1588","Wine Retailer",
"76195","Race Mart","3392 Papermill Rd","Winchester","VA","22602-4441","Wine Retailer",
"58436","Race Track Concessions","Hwy 813 P O Box 299","Coeburn","VA","24230","Wine Retailer",
"41550","Race Track Convenience Store","4930 Chamberlayne Ave","Richmond","VA","23227-3420","Wine Retailer",
"34867","Race Track Deli Express","201 E Laburnum Ave","Richmond","VA","23222-2029","Wine Retailer",
"48938","Race Track Market Place","3815 Meadowbridge Rd","Richmond","VA","23222-2126","Wine Retailer",
"19110","Race Way","2370 Roanoke St","Christiansburg","VA","24073","Wine Retailer",
"12888","Race Way","365 Warrenton Rd","Fredericksburg","VA","22405-1334","Wine Retailer",
"31951","Race Way","2303 Plank Rd","Fredericksburg","VA","22401","Wine Retailer",
"51284","Race Way","4201 W Mercury Blvd","Hampton","VA","23666","Wine Retailer",
"44989","Race Way","1503 N Armistead Ave","Hampton","VA","23666","Wine Retailer",
"47689","Race Way","1503 N Armstead Ave","Hampton","VA","23666","Wine Retailer",
"65699","Race Way","341 Oyster Point Rd","Newport News","VA","23602","Wine Retailer",
"12886","Race Way","6825 Hull Street Rd","Richmond","VA","23224-2533","Wine Retailer",
"65553","Race Way","1101 E Atlantic St","South Hill","VA","23970","Wine Retailer",
"49534","Race Way # 6786","4201 W Mercury Blvd","Hampton","VA","23666","Wine Retailer",
"38870","Race Way 6788","7402 Sudley Rd","Manassas","VA","20109-2637","Wine Retailer",
"16085","Race Way 981","1486 Tappahannock Blvd","Tappahanock","VA","22560","Wine Retailer",
"14464","Race Zone Food & Deli Mart","1339 Hardy Rd","Vinton","VA","24179","Wine Retailer",
"68614","RaceZone","1339 Hardy Rd","Vinton","VA","24179","Wine Retailer",
"26465","Racecoast","12 Semple Farm Rd","Hampton","VA","23666","Wine Retailer",
"31447","Racetrac","2301 Mechanicsville Pike","Richmond","VA","23223-2325","Wine Retailer",
"34010","Racetrac","6825 Hull Street Rd","Richmond","VA","23224-2533","Wine Retailer",
"51507","Racetrac","3606 Nine Mile Rd","Richmond","VA","23223-4812","Wine Retailer",
"48528","Racetrac","911 Orange Ave Ne","Roanoke","VA","24012-5837","Wine Retailer",
