License ID,Trade Name,Address,City,State,Zip Code,Report Type
X14399,Decibel,1855 Gateway Blvd #250,Concord,CA,94520,Unlicensed Supplier
X00479,Deer Park Winery,1000 Deer Park Road,Deer Park,CA,94576,Unlicensed Supplier
X03008,Deerfield Ranch Winery,1310 Warm Springs Road,Glen Ellen,CA,95442,Unlicensed Supplier
X13979,Define,2405 Larkin St.,San Francisco,CA,94109,Unlicensed Supplier
X11113,Definitive Wines,P O Box 10667,Napa,CA,94581,Unlicensed Supplier
X14345,Dehlinger Winery,4101 Vine Hill Rd,Sebastopol,CA,95472,Unlicensed Supplier
X03613,Del Bondio Wine Co,1333 Bella Oaks Lane,Napa,CA,94558,Unlicensed Supplier
X02430,Del Dotto Vineyards,1291 West Zinfandel Lane,St Helena,CA,94574,Unlicensed Supplier
X15234,Del Rio Vineyards,175 Tower Road,Napa,CA,94558,Unlicensed Supplier
X11378,Delectus Winery,908 Enterprise Way Suite C,Napa,CA,94558,Unlicensed Supplier
X11664,Demetria,2027 Village Lane Suite 203,Solvang,CA,93463,Unlicensed Supplier
X15764,Dems Lane Vineyards,1150 Darms Lane,Napa,CA,94558,Unlicensed Supplier
X15497,Denner Vineyards,5414 Vineyard Dr - PO Box 1088,Paso Robles,CA,93446,Unlicensed Supplier
X15233,Department 66,420 Lafata Street,St. Helena,CA,94574,Unlicensed Supplier
X11717,Desante Wines LLC,PO BOx 1027,St Helena,CA,94574,Unlicensed Supplier
X14374,Desparada Wines,1227 Paso Robles S,Paso Robles,CA,93446,Unlicensed Supplier
X13700,Destination Wine Company,2115 S Blosser Road Suite 113,Santa Maria,CA,93458,Unlicensed Supplier
X03181,Destino Winery,28 Partridge Drive,Novato,CA,94945,Unlicensed Supplier
X10690,Detert Family Vineyards LLC,1746 Vineyard Avenue,St Helena,CA,94574,Unlicensed Supplier
X02431,Devlin Sparkling Vineyards,930 McGlaughlin,San Jose,CA,95122,Unlicensed Supplier
X13401,Devoto Wade LLC,655 Gold Ridge Road,Sebastopol,CA,95472,Unlicensed Supplier
X02661,Di Loreto Cellars,1112 Rahara Drive,Lafayette,CA,94549,Unlicensed Supplier
X16890,Di Stasio Vineyards and Wines,10788 Shenandoah Road,Plymouth,CA,95669,Unlicensed Supplier
X10811,Diageo Chateau,21468 8th Street East,Sonoma,CA,95420,Unlicensed Supplier
X00378,Diamond Creek,1500 Mountain Road,Calistoga,CA,94515,Unlicensed Supplier
X03531,Diamond Mountain Vineyard,2121 Diamond Mountain Road,Calistoga,CA,94515,Unlicensed Supplier
X03194,Diamond Oaks,400 Oyster Point Blvd Suite 415,San Francisco,CA,94503,Unlicensed Supplier
X11699,Diatom,329 North F Street,Lompoc,CA,93436,Unlicensed Supplier
X10864,Dierberg Vineyard,2121 Alisos Avenue,Santa Ynez,CA,93460,Unlicensed Supplier
X01903,Diloreto Cellars Ltd,4242 Big Rance Road,Napa,CA,94558,Unlicensed Supplier
X11374,Diogenes Wine Company,P O Box 6348,Napa,CA,94559,Unlicensed Supplier
X14673,Dirty & Rowdy,PO Box 69,Napa,CA,94559,Unlicensed Supplier
X14499,Distant Cellars Winery,21390 Ostrom Rd.,Diddletown,CA,95629,Unlicensed Supplier
X16051,Divot Enterprises,105 McCormick Court,Napa,CA,94558,Unlicensed Supplier
X16232,Dogwood & Thistle,PO Box 2487,Napa,CA,94558,Unlicensed Supplier
X01966,Dolce,P O Box 327,Oakville,CA,94562,Unlicensed Supplier
X11224,Domaine Alfred,7525 Orcutt Road,San Luis Obispo,CA,93401,Unlicensed Supplier
X01627,Domaine De La Terre Rouge,P O Box 41,Fiddletown,CA,95629,Unlicensed Supplier
X01311,Domaine Madeleine,554 Michael Drive,Sonoma,CA,95476,Unlicensed Supplier
X00762,Domaine Michel,4155 Wine Creek Road,Healdsburg,CA,95448,Unlicensed Supplier
X11727,Domaine Napa Wine Co,P O Box 429,Ceres,CA,95307,Unlicensed Supplier
X01593,Domaine Saint Gregory,1170 Bel Arbres Road,Redwood Valley,CA,95470,Unlicensed Supplier
X02922,Domaine Sebastiani & Sons,P O Box 1607,Sonoma,CA,95476,Unlicensed Supplier
X01669,Domaine St George,1141 Grant Avenue,Healsburg,CA,94558,Unlicensed Supplier
X14241,Domaine de la Cote,1 Montgomery St  Suite 3220,San Francisco,CA,94104,Unlicensed Supplier
X10688,Dominari Cellars,210 Camino Oruga,Napa,CA,94559,Unlicensed Supplier
X01739,Dominion Wine Group Ltd The,100 Tamal Plaza Suite 104,Corte Mandera,CA,94925,Unlicensed Supplier
X03137,Don Sebastiani & Sons,P O Box 1887,Sonoma,CA,95476,Unlicensed Supplier
X12083,Donati Family Vineyards,2720 Oak View Road,Templeton,CA,93465,Unlicensed Supplier
X12501,Donelan Family Wine Cellars,3352 D Coffey Lane,Santa Rosa,CA,95403,Unlicensed Supplier
X02923,Donum Estate,24520 Ramal Road,Sonoma,CA,95476,Unlicensed Supplier
X11344,Doo San,3600 Wilshire Blvd Suite 836,Los Angeles,CA,90010,Unlicensed Supplier
X03212,Dover Canyon Winery,4520 Vineyard Drive,Paso Robles,CA,93446,Unlicensed Supplier
X14508,Down By Law,576 Gateway Dr.,Napa,CA,94558,Unlicensed Supplier
X10519,Downing Family Vineyards,3212 Jefferson St PMB 189,Napa,CA,94558,Unlicensed Supplier
X13350,Dragonette Cellars,55 Los Padres Way #1,Buelton,CA,93427,Unlicensed Supplier
X14103,Draxton Wines,8423 Trione Circle,Windsor,CA,95492,Unlicensed Supplier
X13759,Drew Family Cellars,7686 Bell Road,Windsor,CA,95492,Unlicensed Supplier
X02013,Dreyer Wine Group,161 Fox Hollow Rd,Woodside,CA,94062,Unlicensed Supplier
X13157,Driven Cellars,12595 Steiner Road,Plymouth,CA,95669,Unlicensed Supplier
X00031,Dry Creek Vineyard Inc,3700 Lambert Bridge Road,Healdsburg,CA,95448,Unlicensed Supplier
X03587,Du Mol Winery,11 El Sereno,Orinda,CA,94563,Unlicensed Supplier
X00590,Duckhorn Vineyards,3027 Silverado Trail,St Helena,CA,94574,Unlicensed Supplier
X11728,Duckhorn Wine Company,7257 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X00410,Dunn Vineyards,P O Box 886,Angwin,CA,94508,Unlicensed Supplier
X02195,Durney Vineyards,P O Box 999,Carmel Valley,CA,93924,Unlicensed Supplier
X11239,Dutch Henry Winery,4310 Silverado Trail,Calistoga,CA,94515,Unlicensed Supplier
X03085,Dutton Goldfield,10750 Graton Road,Sebastopol,CA,95472,Unlicensed Supplier
X03492,Dutton Goldfield Winery,2191 Laguna Road,Santa Rosa,CA,95401,Unlicensed Supplier
X01465,Duxoup Wineworks,9611 West Dry Creek Road,Healdsburg,CA,95448,Unlicensed Supplier
X11632,EMH Vineyards,25 Rosedale Road,Calistoga,CA,94515,Unlicensed Supplier
X02694,EOS Estate Winery,5625 Hwy 46 East,Paso Robles,CA,93447-1179,Unlicensed Supplier
X15543,ESSENTIALLY GEARED WINE CO,217 S MONTGOMERY ST,NAPA,CA,94559,Unlicensed Supplier
B00545,EVANS BREWING COMPANY,3815 S MAIN STREET,SANTA ANA,CA,92707,Unlicensed Supplier
X11421,Eagle's Trace,680 Rossi Road,St Helena,CA,94574,Unlicensed Supplier
X02624,Easton Winery,P O Box 41,Fiddletown,CA,95629,Unlicensed Supplier
X01267,Eberle Winery,P O Box 2459,Paso Robles,CA,93447,Unlicensed Supplier
X02828,Eberlina Inc,33 Healdsburg Avenue,Healdsburg,CA,95448,Unlicensed Supplier
X15990,Eclipse Assets LLC,2383 Mora Avenue,Calistoga,CA,94515,Unlicensed Supplier
X00847,Ecluse Wines,1520 Kiler Canyon Road,Paso Robles,CA,93446,Unlicensed Supplier
X16902,Eddy Balbuena - Wine Specialty Svc LLC,201 Delvin Road,Napa,CA,94558,Unlicensed Supplier
X14945,Eden Canyon Inc,PO Box 8704,Emeryville,CA,94662-0704,Unlicensed Supplier
X13055,Edge Wines,4500 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X00898,Edmunds St John's,600 Addison Street,Berkeley,CA,94710-1920,Unlicensed Supplier
X11189,Edward Sellers Vineyards & Wines,P O Box 5141,Paso Roble,CA,93447,Unlicensed Supplier
B00225,Eel River Brewing Company,1777 Almar Way,Fortuna,CA,95540,Unlicensed Supplier
X11137,Egelhoff Wines,Box 525,St Helena,CA,94574,Unlicensed Supplier
X15145,Ehren Jordan Wine Cellars,801 N Scott Street,Carlton,CA,97111,Unlicensed Supplier
X11590,Ehrhardt Estates Winery,12300 Herzog Road,Courtland,CA,95615,Unlicensed Supplier
X14908,Eisele Vineyards,2155 Pickett Rd,Calistoga,CA,94515,Unlicensed Supplier
X02595,El Molino Winery,P O Box 306,St Helena,CA,94574,Unlicensed Supplier
X02829,Elke Vineyards,2222 Third Avenue,Napa,CA,94558,Unlicensed Supplier
X01355,Elkhorn Peak,200 Polson Road,Napa,CA,94559,Unlicensed Supplier
X01577,Elyse,2100 Hoffman Lane,Napa,CA,94558,Unlicensed Supplier
X03627,Emerald Glen,3333 West Coast Hwy,Newport Beach,CA,92663,Unlicensed Supplier
X11759,Emeritus Vineyards,2500 Gravenstein Hwy North,Sebastopol,CA,95472,Unlicensed Supplier
X00865,Emilio Gulielmo Winery Inc,1480 East Main Avenue,Morgan Hill,CA,95037,Unlicensed Supplier
X02902,Emmolo Wine Company,1260 Spring Brook Ct St,Rutherford,CA,94573,Unlicensed Supplier
X11305,Empyrean Wine Group,411 West Rose Street,Stockton,CA,95203,Unlicensed Supplier
X14672,Enfield Wine Co,2959 St Helena Hwy North,St Helena,CA,94574,Unlicensed Supplier
X13648,Enos Vineyards,221 Main St #178,Los Altos,CA,94023,Unlicensed Supplier
X02016,Epic Wines,P O Box 39,Santa Cruz,CA,95063,Unlicensed Supplier
X11085,Erba Mountainside Vineyards,1034 Loma Vista Drive,Napa,CA,94558,Unlicensed Supplier
X16830,Erggelet Brothers,2017 Walnut Blvd,Brentwood,CA,94513,Unlicensed Supplier
X13651,Eric Kent Wines,1014 Hopper Avenue #614,Santa Rosa,CA,95403-1613,Unlicensed Supplier
X02580,Eric Luse,205 Stuyvesant Drive,San Anselmo,CA,94960,Unlicensed Supplier
X02218,Eric Ross Winery,13404 Dupont Road,Sebostopol,CA,95472,Unlicensed Supplier
X12656,Erna Schein Handcrafted Wines,4078 Spring Mountain Road,St Helena,CA,94574,Unlicensed Supplier
X14624,"Ernest Vineyards, LLC",4334 25th Street,San Francisco,CA,94114,Unlicensed Supplier
X13280,Es Ex Corporation,439 Littlefield Avenue,South San Francisco,CA,94080,Unlicensed Supplier
X02409,Esquin Imports Inc,P O Box 2340,San Anselmo,CA,94979-2340,Unlicensed Supplier
X12825,Esser Vineyards,5570 Skylane Blvd Suite C,Santa Rosa,CA,95403-1030,Unlicensed Supplier
X00623,Estate of William Baccala,79725 Mandarina,La Quinta,CA,92253-6501,Unlicensed Supplier
X14198,Ethica Wines,3238 Old Heather Rd,San Diego,CA,92111,Unlicensed Supplier
X12255,Etre Wines,1073 Lark Avenue,Sonoma,CA,95476,Unlicensed Supplier
X02816,Etude Wines,P O Box 3382,Napa,CA,94558,Unlicensed Supplier
B00204,Evaki Inc,1147 Wisteria Lane,San Luis Obispo,CA,93401,Unlicensed Supplier
X03655,Evaki Inc,1147 Wisteria Lane,San Luis Obispo,CA,93401,Unlicensed Supplier
X12631,Evening Land Vineyards,1712 C Industrial Way,Lompoc,CA,93436,Unlicensed Supplier
X02177,Ex Cellars Wine Agencies,P O Box 1099,Solvang,CA,93464,Unlicensed Supplier
X11356,Excluse Wines,1520 Kiler Canyon Road,Paso Robles,CA,93446,Unlicensed Supplier
X15077,Experience Wines,PO Box 747,Napa,CA,94559,Unlicensed Supplier
X16656,Express Wine Delivery,7970 Cameron Dr,Windsor,CA,95492,Unlicensed Supplier
X15905,Express Wine Delivery,7970 Cameron Dr,Windsor,CA,95492,Unlicensed Supplier
X00750,F Korbel & Bros Inc,13250 River Road,Guerneville,CA,95446-9538,Unlicensed Supplier
X14901,FORETELL WINES,PO BOX 247,ST. HELENA,CA,94574,Unlicensed Supplier
X14486,FRICK WINERY,23072 Walling Road,Geyserville,CA,95441,Unlicensed Supplier
X12608,Failla Wines,3530 Silverado Trail,St Helena,CA,94574,Unlicensed Supplier
X02207,Fairest Cape Beverage Co Inc,1806 E Carnegie Avenue,Santa Ana,CA,92704,Unlicensed Supplier
X10524,Falcone Family Vineyards,1825 Ballard Canyon Road,Solvang,CA,93463,Unlicensed Supplier
X01090,Falconer Wines,4242 Big Ranch Road,Napa,CA,94558,Unlicensed Supplier
X02198,Falcor Wine Cellars LLC,2511 Napa Corporate Drive,Napa,CA,94558,Unlicensed Supplier
X01781,Fallenleaf Vineyard,P O Box 366,Burlingame,CA,94010,Unlicensed Supplier
X15002,Family & Farmers LLC,605 Trancas St Suite B,Napa,CA,94558,Unlicensed Supplier
X12368,Fantesca Estate Winery,2920 Spring Mountain Road,St Helena,CA,94574,Unlicensed Supplier
X00471,Far Niente,P O Box 327,Oakville,CA,94562,Unlicensed Supplier
X14464,Farm Winery,10920 Chimney Rock Rd,Paso Robles,CA,93446,Unlicensed Supplier
X15551,Fasel Shenstone,8680 Miralani Dr Ste 119,San Diego,CA,92126,Unlicensed Supplier
X12397,Fast Break,6800 Goodyear Road,Benicia,CA,94510,Unlicensed Supplier
X14091,Fel Wines,1473 Yountville Cross Rd,Yountville,CA,94599,Unlicensed Supplier
X14134,Fenestra Winery,P O BOX 582,SUNOL,CA,94586,Unlicensed Supplier
X03311,Ferngrove Vineyards Estate,Pier 23 The Embarcade,San Francisco,CA,94111,Unlicensed Supplier
X00596,Ferrari Carano,8761 Dry Creek Road,Healdsburg,CA,95448,Unlicensed Supplier
X14634,Ferren Wines,1010 Shiloh Rd,Windsor,CA,95492,Unlicensed Supplier
X02758,Ficklin Vineyards,30246 Avenue 7 1/2,Madera,CA,93637,Unlicensed Supplier
X01683,Fiddle Head Cellars,606 Pena Drive #500,Davis,CA,95616-7722,Unlicensed Supplier
X12272,Fiddletown Cellars,22715 Upton Road,Plymouth,CA,95669,Unlicensed Supplier
X12904,Field Recordings,770 Skyway Court,Napa,CA,94558,Unlicensed Supplier
X14115,Field Stone Winery & Vineyard,10075 Highway 128,Healdsburg,CA,95448,Unlicensed Supplier
X01633,Fieldstone Winery & Vineyard,10075 Highway 128,Healdsburg,CA,95448,Unlicensed Supplier
X16763,Fieri Enterprises LLC,52 Front Street,Healdsburg,CA,95448,Unlicensed Supplier
X01565,Fife Vineyards,3621 Ricetti Lane,Redwood Valley,CA,95470,Unlicensed Supplier
X13771,Fiftyrow,280 South Beverly Dr,Bererly Hills,CA,90212-3908,Unlicensed Supplier
X13139,Figgie Cellars,3348 Paul David Dr Suite 101,Marina,CA,93922,Unlicensed Supplier
X03264,Fine Wines International,4242 Big Ranch Road,Napa,CA,94558,Unlicensed Supplier
X01907,Finkelstein Vineyards,P O Box 415,St Helena,CA,94574,Unlicensed Supplier
X14861,Fior Di Sole,2515 Napa Valley Corporate Dr,Napa,CA,94558,Unlicensed Supplier
X03260,Firebirds,1458 Industrial Avenue,Sebastopol,CA,95401,Unlicensed Supplier
B00479,Fireman's Brew Inc,20954 Osborne Street,Canoga Park,CA,91304,Unlicensed Supplier
X11824,Firestone Walker,10144 Commercial Avenue,Penn Valley,CA,95946,Unlicensed Supplier
X11002,Fisher Vineyards,6200 St Helena Road,Santa Rosa,CA,95404,Unlicensed Supplier
X01365,Fitzpatrick Winery,7740 Fairplay Road,Somerset,CA,95684,Unlicensed Supplier
X11796,Five Grapes LLC,19692 8th Street East,Sonoma,CA,95476,Unlicensed Supplier
X14383,Flanagan Vineyards,7970 Cameron Drive,Windsor,CA,95492,Unlicensed Supplier
X16632,Flaunt Wine Company,1058 Elsbree Lane,Windsor,CA,95492,Unlicensed Supplier
X14523,Flavor Seekers,125 Mezzetta Ct,American Canyon,CA,94503,Unlicensed Supplier
X10492,Fleming Jenkins LLC,300 A College Avenue,Los Gatos,CA,95030,Unlicensed Supplier
X00452,Flora Springs Wine Co,1978 W Zinfandel Lane,St Helena,CA,94574,Unlicensed Supplier
X12057,Flowers Vineyard & Winery,28500 Seaview Road,Cazadero,CA,95421,Unlicensed Supplier
X11057,Flying Goat Cellars Inc,PO Box 1604,Santa Ynez,CA,93460,Unlicensed Supplier
X13407,Fog Crest Vineyard,7602 Occidental Road,Sebastopol,CA,95472,Unlicensed Supplier
X00984,Folie A Deux Winery,3070 St Helena Highway,St Helena,CA,94574,Unlicensed Supplier
X03610,Folio Wine Company LLC,550 GATEWAY DRIVE,NAPA,CA,94558,Unlicensed Supplier
X12345,Folk Machine,10295 Westside Road,Healdsburg,CA,95448,Unlicensed Supplier
X15777,Folktale Wine Group,8940 Carmel Valley Road,Carmel,CA,93923,Unlicensed Supplier
X13404,Folkway Wine Co,PO Box 689,Arroyo Grande,CA,93421,Unlicensed Supplier
X11863,Fontanella Wines,1717 Patrick Road,Napa,CA,94558,Unlicensed Supplier
X12908,Foppiano Vineyards,12707 Old Redwood Hwy,Healdsburg,CA,95448,Unlicensed Supplier
X03375,Forchini Vineyards & Winery,5143 Dry Creek Road,Healdsburg,CA,95448,Unlicensed Supplier
X13046,Forlorn Hope,2787 Indiana Street,Napa,CA,94558,Unlicensed Supplier
X01070,Forman Winery,P O Box 343,St Helena,CA,94574,Unlicensed Supplier
X11860,Fort Ross Vineyard & Winery,550 Indiana Street,San Francisco,CA,94107,Unlicensed Supplier
X01566,Fotis and Sons Imports Inc,15451 Electronic Ln,Huntington Beach,CA,92649-1333,Unlicensed Supplier
X11512,Fountainhead Wines,205 South Jefferson,Napa,CA,94559,Unlicensed Supplier
X11549,Four Bears Winery,2277 Fair Oaks Blvd Ste 395,Sacramento,CA,95825,Unlicensed Supplier
X02114,Four Vines Winery,P O Box 120,Paso Robles,CA,93447,Unlicensed Supplier
X10537,Fourwater Green LLC,1103 Ehlers Lane,St Helena,CA,94574,Unlicensed Supplier
X01466,Foxen Winery,7200 Foxen Canyon Road,Santa Maria,CA,93454,Unlicensed Supplier
X10829,Francis Coppola Winery LLC,300 Via Archimides,Geyserville,CA,95441,Unlicensed Supplier
X03545,Franciscan Estates,P O Box 100872,Pasadena,CA,91189-0872,Unlicensed Supplier
X10816,Franciscan Vineyards Inc,PO Box 407,Rutherford,CA,94573,Unlicensed Supplier
X11359,Franco Wine Imports,2177 N Batavia #B,Orange,CA,92865,Unlicensed Supplier
X11920,Frank Family Vineyards,1091 Larkmead Lane,Calistoga,CA,94515,Unlicensed Supplier
X00388,Franus Wine Company,P O Box 10575,Napa,CA,94581,Unlicensed Supplier
X03182,Frazier Winery,40 Lupine Hill Road,Napa,CA,94558,Unlicensed Supplier
X14133,Free Flow Wines,2557 Napa Valley Corporate Dr,Napa,CA,94558,Unlicensed Supplier
X13763,Freelance Wines LLC,160 Wilkiup Drive Suite 206,Santa Rosa,CA,95403,Unlicensed Supplier
X10814,Freeman Vineyard & Winery,PO Box 2250,Sebastopol,CA,94572,Unlicensed Supplier
X00384,Freixenet USA Inc,P O Box 1949,Sonoma,CA,95476,Unlicensed Supplier
X01113,Frey Vineyards,14000 Tomki Road,Redwood Valley,CA,95470,Unlicensed Supplier
X03485,Frias Family Vineyards,275 Magellan Avenue,San Francisco,CA,94116,Unlicensed Supplier
X17335,Frisinger Family,2275 Dry Creek Road,Napa,CA,94558,Unlicensed Supplier
X03605,Fritz Winery,2777 Yulupa Avenue PM167,Santa Rosa,CA,95405,Unlicensed Supplier
X00720,Frogs Leap Winery,P O Box 189,Rutherford,CA,94573-0189,Unlicensed Supplier
X12637,Fuse Wines LP,4500 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X13114,Futo Wines,PO Box 410,Oakville,CA,94562,Unlicensed Supplier
X12382,G & G Trading Company,2175 Goodyear Avenue Suite 106,Ventura,CA,93003,Unlicensed Supplier
X15665,G Montot Wines,15751 Tapia Street,Irwindale,CA,91706,Unlicensed Supplier
X17361,GIVE BACK WINE GROUP LLC,20 MILL ST,HEALDSBURG,CA,95448,Unlicensed Supplier
X14277,GLORIA FERRER VINEYARDS,23555 ARNOLD DR,SONOMA,CA,95476,Unlicensed Supplier
X16863,GRACE UNDER PRESSURE,112 E 1ST STREET,NAPA,CA,94559,Unlicensed Supplier
X16219,GROUNDED WINE PROJECT LLC,605 Trancas St,NAPA,CA,94558,Unlicensed Supplier
X15250,GT's Living Foods,4646 Hampton Street,Vernon,CA,90058,Unlicensed Supplier
X14170,GUARACHI WINE PARTNERS,22837 Ventura Blvd,WOODLANDS HILLS,CA,91364,Unlicensed Supplier
X01436,Gabrielli Winery,10950 West Road,Redwood Valley,CA,95470,Unlicensed Supplier
X10854,Galante Family Winery,18181 Cachagua Road,Carmel Valley,CA,93924,Unlicensed Supplier
X03198,Galante Vineyards,18181 Cachagua Road,Carmel Valley,CA,93924-9313,Unlicensed Supplier
X02450,Galleron Signature Wines,P O Box 2,Rutherford,CA,94573,Unlicensed Supplier
X14915,Gallica Wines,PO Box 808,Saint Helena,CA,94574,Unlicensed Supplier
X03647,Gamba Vineyard & Winery,2912 Woolsey Road,Windsor,CA,95492,Unlicensed Supplier
X16557,Gamble Family Vineyards,7554 Saint Helena Hwy,Oakville,CA,94562,Unlicensed Supplier
X16360,Gandona,1533 Sage Canyon Road,St Helena,CA,94574,Unlicensed Supplier
X03457,Gargiulo Vineyards,575 Oakville Cross Road,Napa,CA,94558,Unlicensed Supplier
X02649,Garretson Wine Company,1509 Las Brisas Drive,Paso Robles,CA,93446,Unlicensed Supplier
X01105,Gary Farrell Winery,10701 Westside Road,Healdsburg,CA,95448,Unlicensed Supplier
X11190,Gemini Spirts & Wine Co,6125 King Road Suite 202,Loomis,CA,95650,Unlicensed Supplier
X12171,Gemstone Vineyard,2075 Summit Lake Dr,Angwin,CA,94508,Unlicensed Supplier
X12982,Gemstone Vineyard,2929 Saint Helena Hwy N,Saint Helena,CA,94574,Unlicensed Supplier
X15187,Generations of Sonoma Winery,21481 8th street east,sonoma,CA,95476,Unlicensed Supplier
X13760,Georg Rafael Vineyards,221 Devlin Road,Napa,CA,94558,Unlicensed Supplier
X11371,George Wine,P O Box 339,Healdsburg,CA,95448,Unlicensed Supplier
X01799,Georis Winery,P O Box 702,Carmel,CA,93921,Unlicensed Supplier
X00955,Geyser Peak Winery,P O Box 25,Geyserville,CA,95441,Unlicensed Supplier
X15347,"Giannini, LLC",62 Hahnemann Lane,Napa,CA,94558,Unlicensed Supplier
X16813,Gibson Wine Co,1720 Academy Ave,Sanger,CA,93657,Unlicensed Supplier
X12117,Giornata,3855 High Grove Road,Templeton,CA,93465,Unlicensed Supplier
X00480,Girard Winery,P O Box 372,Oakville,CA,94562,Unlicensed Supplier
X03528,Girasole Vineyards,10801 East Road,Redwood Valley,CA,95470,Unlicensed Supplier
X02571,Glacier Bay Beverages,P O Box 789,Ceres,CA,95307,Unlicensed Supplier
X00496,Glen Ellen Winery,1883 London Ranch Road,Glen Ellen,CA,95442,Unlicensed Supplier
B00326,Global Beer Network,P O Box 2069,Santa Barbara,CA,93120,Unlicensed Supplier
X10776,Global Vineyard Importers,801 Camelia Street Suite A,Berkley,CA,94710,Unlicensed Supplier
X12556,Global Wine Concepts,1113 Hunt Avenue,Saint Helena,CA,94574,Unlicensed Supplier
X02848,Global Wine Group Inc,P O Box 889,Woodbridge,CA,95258,Unlicensed Supplier
X15776,Glunz Family Winery & Cellars,8331 Highway 46 East,Paso Robles,CA,93446,Unlicensed Supplier
X02663,Gnekow Family Winery,17347 E Gawne Road,Collegeville,CA,95215-9646,Unlicensed Supplier
X14148,Godspeed Vineyards,3655 Mt Veeder Road,Napa Valley,CA,94558,Unlicensed Supplier
X17023,Golden Gate Wine,53 Granda,Irvine,CA,92602,Unlicensed Supplier
X03654,Golden Kaan,24520 Ramal Road,Sonoma,CA,95476,Unlicensed Supplier
X02917,Golden State Cutler Winery,401 St Helena Hwy South,St Helena,CA,84574,Unlicensed Supplier
X01061,Golden State Vintners,38558 Hwy 128,Cutler,CA,93615,Unlicensed Supplier
X12476,Golden State Wines,16311 Stagg Street,Van Nuys,CA,91406,Unlicensed Supplier
X10970,Goldridgepinot,PO Box 749,Sebastopol,CA,95473,Unlicensed Supplier
X03256,Goldschmidt Vineyards LLC,152 Piper Street,Healdsburg,CA,95448,Unlicensed Supplier
X13909,Goodland Wines LLC,63 Thomas Rd,Buellton,CA,93427,Unlicensed Supplier
X13704,Gothic Wine LLC,1 Montgomery St. Suite 3220,San Francisco,CA,94115,Unlicensed Supplier
X12795,Govino,31930 Highway 79,Warner Springs,CA,92086-9625,Unlicensed Supplier
X03657,Grace Family Vineyards,1210 Rockland Road,St Helena,CA,94515,Unlicensed Supplier
X13119,Grant Family Wines LLC,444 Elmshaven Road,St Helena,CA,94574,Unlicensed Supplier
X15459,Grape Expectations Inc,1091 Essex Avenue,Ricmond,CA,94801,Unlicensed Supplier
X15970,Grape Juice Group Imports,5341 Industrial Way,Benicia,CA,94510,Unlicensed Supplier
X01062,Grape Links Inc,420 Aviation Boulevard Suite 106,Santa Rosa,CA,95403,Unlicensed Supplier
X15647,GrapeSeed Wines,222 Healdsburg Ave,Healdsburg,CA,95448,Unlicensed Supplier
X11919,Grapecraft Wine Marketing,1458 Industrial Avenue,Sebastopol,CA,95472,Unlicensed Supplier
X10773,Grapes International LLC,1471 First Street,Calistoga,CA,94515,Unlicensed Supplier
X13494,Grassini Family Vineyards,20750 Ventura Blvd,Woodland Hills,CA,91364,Unlicensed Supplier
X16461,Grateful Palate,638 Lindero Canyon,Oak Park,CA,91377,Unlicensed Supplier
X10627,Gravity Hills,P O Box 3175,Yountville,CA,94599,Unlicensed Supplier
X16176,Gray Randolph Wine,45 Enterprise Ct,Napa,CA,94558,Unlicensed Supplier
X10792,Graziano Family of Wines,1170 Bel Arbres Road,Redwood Valley,CA,95470,Unlicensed Supplier
X14012,Great American Wineries,2511 Garden Road,Monterey,CA,93940,Unlicensed Supplier
B00485,Great Domains & Estates,8733 Lakewood Drive Suite B,Windsor,CA,95492,Unlicensed Supplier
X13685,Great Domains & Estates,8733 Lakewood Drive Ste B,Windsor,CA,95492,Unlicensed Supplier
X02625,Great Estates Exclusive,5225 Soland Avenue,Napa,CA,94558,Unlicensed Supplier
X00707,Grebennikoff Vineyards,18470 Carriger Road,Sonoma,CA,95476,Unlicensed Supplier
X00908,Green & Red Vineyards,3208 Childs Valley Road,St Helena,CA,94574,Unlicensed Supplier
X12766,Green Barn Vineyards,501 Parducci Road,Ukiah,CA,95482,Unlicensed Supplier
X12843,Green Barn Vineyards,501 Parducci Road,Ukiah,CA,95482,Unlicensed Supplier
B00234,Green Flash Brewing Company,6550 Mira Mesa Blvd,San Diego,CA,92121,Unlicensed Supplier
X02849,Greenfield Wine Company,P O Box 452,St Helena,CA,94574,Unlicensed Supplier
X01270,Greenwood Ridge Vineyards,24555 Greenwood Road,Philo,CA,95466,Unlicensed Supplier
X14642,Grey Stack Cellars,4465 Brookshire Cir,Santa Rosa,CA,95405,Unlicensed Supplier
X00408,Grgich Hills Estate,P O Box 450,Rutherford,CA,94573,Unlicensed Supplier
X15899,Grieve Family Winery,465 First Street West,Sonoma,CA,95476,Unlicensed Supplier
X14609,Groom Wines,P O Box 811,Healdsburg,CA,95448,Unlicensed Supplier
X15657,Groskopf Warehouse & Logistics Sonoma,20580 8th St E,Sonoma,CA,95476,Unlicensed Supplier
X00884,Groth Vineyards,P O Box 412,Oakville,CA,94562,Unlicensed Supplier
X12004,Group Martin LLC,125 Mezzetta Ct,American Canyon,CA,94503,Unlicensed Supplier
X02357,Grove Street Winery,1440 Grove Street,Healdsburg,CA,95448,Unlicensed Supplier
