License ID,Trade Name,Address,City,State,Zip Code,Report Type
X02517,Lorenzi & Shipman,P O Box 7074,Corte Madera,CA,94976,Unlicensed Supplier
X10920,Loring Wine Company,1601 W Central Unit F,Lompoc,CA,93436,Unlicensed Supplier
X15453,Lost & Found Wines,,Petaluma,CA,23703,Unlicensed Supplier
X10437,Lost Canyon Winery,1017 22nd Avenue Suite 300,Oakland,CA,94606,Unlicensed Supplier
B00264,Lost Coast Brewery & Cafe,617 Fourth Street,Eureka,CA,95501-1013,Unlicensed Supplier
X16833,Lotte Beverage America Corp,3600 Wilshire Blvd,Los Angeles,CA,90010,Unlicensed Supplier
B00366,Lotte Corp,3600 Wilshire Blvd 836,Los Angeles,CA,90010,Unlicensed Supplier
X11574,Loxton Cellars,P O Box 79,Glen Ellen,CA,95442,Unlicensed Supplier
X11965,Lucas & Lewellen Vineyards,1645 Copenhagen Drive,Solvang,CA,93463,Unlicensed Supplier
X17196,Lucidity Wine Merchants,Giuseppe LoCascio,Sacramento,CA,95831,Unlicensed Supplier
X16266,Lumen,2310 Westgate Rd #7 & 8,Santa Maria,CA,93455,Unlicensed Supplier
X02904,Luna Vineyards,2921 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X10892,Lutea Wine Cellars,446 Orchard Street,Santa Rosa,CA,95404,Unlicensed Supplier
X10416,Lynmar Vineyards,3909 Frei Road,Sebastapol,CA,95472,Unlicensed Supplier
X00360,M G Vallejo,1883 London Ranch Road,Glen Ellen,CA,95442,Unlicensed Supplier
X15179,MALDONADO,644 B Hanna Drive,American Canyon,CA,94503,Unlicensed Supplier
X16040,MATTHEW WALLACE WINES,2371 POPE CANYON ROAD,ST HELENA,CA,94574,Unlicensed Supplier
X17161,MBB WINES LLC,6705 CRISTO LN,SANTA ROSA,CA,95409,Unlicensed Supplier
X15725,MCBRIDE SISTERS COLLECTIONS INC,6114 LASALLE AVENUE SUITE 280,OAKLAND,CA,94611,Unlicensed Supplier
X15891,MCV Wines,"3773 Ruth Way, Suite A",Paso Robles,CA,93446,Unlicensed Supplier
X03636,MDM Distribution,1972 Scott Street,San Francisco,CA,94155,Unlicensed Supplier
X15909,MEDLOCK AMES VINTNERS LLC,13414 CHALK HILL RD,HEALDSBURGG,CA,95448,Unlicensed Supplier
B00689,MODERN TIMES BEER,3725 GREENWOOD ST,SAN DIEGO,CA,92110,Unlicensed Supplier
X16916,MOLLYDOOKER WINES,1471 FIRST STREET,CALISTOGA,CA,94515,Unlicensed Supplier
X14693,MOONE TSAI VINEYARDS,270 Kreuzer Lane,Napa,CA,94559,Unlicensed Supplier
X15998,MORLEY WINERY LLC,435 W DRY CREEK RD,HEALDSBURG,CA,95448,Unlicensed Supplier
X17378,MOUNT VEEDER SPRINGS LLC,3730 SILVERADO TRAIL,ST HELENA,CA,94574,Unlicensed Supplier
X17392,MPL BRANDS PATCO BRND KIRKLND,PO BOX 379,CORTE MADERA,CA,94976,Unlicensed Supplier
X16886,MS WINES LLC,21481 8TH ST EAST STE 25 &30,SONOMA,CA,95476,Unlicensed Supplier
X14293,MTGA Wines,958 McCorkle Ave,Saint Helena,CA,94574,Unlicensed Supplier
X10836,MX wines,1348 B Lincoln Avenue,Calistoga,CA,94515,Unlicensed Supplier
B00556,MYANMAR BEER,11070 HIRSCHFELD WAY,RANCHO CORDOVA,CA,95670,Unlicensed Supplier
X01186,Mac Rostie Winery,17246 Woodland Avenue,Sonoma,CA,95476,Unlicensed Supplier
X13418,Mac Wines,35265 Willow Avenue,Clarksburg,CA,95612,Unlicensed Supplier
X11187,MacLean Wines,1075 Buchli Station Road,Napa,CA,94558,Unlicensed Supplier
X11693,MacPhail Family Wines,851 Magnolia Drive,Healdsburg,CA,95448,Unlicensed Supplier
B00104,Mad River Brewing Co Inc,P O Box 767,Blue Lake,CA,95525,Unlicensed Supplier
X02581,Maddalena Vineyard,737 Lamar Street,Los Angeles,CA,90031,Unlicensed Supplier
X16086,Madgridal Family Vineyard,3718  St Helena Hwy,Calistoga,CA,94515,Unlicensed Supplier
X13192,Madonna Estate,5400 Old Sonoma Road,Napa,CA,94559,Unlicensed Supplier
X02675,Madrigal  Vineyards,3718 North Street Helena Hwy,Calistoga,CA,94515,Unlicensed Supplier
X12917,Madrona Property Company,4951 W Soda Rock Lane,Healdsburg,CA,95448,Unlicensed Supplier
X01596,Madrona Vineyards,P O Box 454,Camino,CA,95709,Unlicensed Supplier
X13233,Magave Tequila,2280 Union Street,San Francisco,CA,94123,Unlicensed Supplier
X12071,Magnanimus Wine Group,1686 Union Street Suite 212,San Francisco,CA,94123,Unlicensed Supplier
X14402,Maison Marques and Domaines,"383 Fourth St, Ste 400",Oakland,CA,94607,Unlicensed Supplier
X01486,Maisons Marques & Domaines USA,383 Fourth Street Suite 400,Oakland,CA,94607,Unlicensed Supplier
X16171,Maitre de Chai,2323 4th St. Suite B,Bergkeley,CA,94710,Unlicensed Supplier
X03473,Majestic Brands Inc,145 Town & Country Drive Suite 106,Danville,CA,94526,Unlicensed Supplier
X16989,Maker Wine,700 Crocker Dr,Vacaville,CA,95688,Unlicensed Supplier
X10733,Maldonado Wines,1460 Grayson Avenue,St Helena,CA,94574,Unlicensed Supplier
X10661,Malibu Family Wines,32111 Mulholland Hwy,Malibu,CA,90265,Unlicensed Supplier
X11036,Manzoni,30981 River Road,Soledad,CA,93960,Unlicensed Supplier
X13780,Marcassin,PO Box 68,Windsor,CA,95492,Unlicensed Supplier
X16233,Marchelle Wines,4950 Ross Road,Sebastopol,CA,95472,Unlicensed Supplier
X16111,Marciano Estate,2233 Sulphur Springs Rd,St Helena,CA,94574,Unlicensed Supplier
X12877,Margerum Wine Company,PO Box 824,Los Olivos,CA,93441,Unlicensed Supplier
X17060,Margins Wine,2487 Freedom Blvd,Watsonville,CA,95076,Unlicensed Supplier
X02414,Marietta Cellars,P O Box 1436,Healdsburg,CA,95448,Unlicensed Supplier
X12611,Marietta Cellars Inc,PO Box 800,Greyserville,CA,95441,Unlicensed Supplier
X13540,Marimar Estate Vineyards and Winery,Alexander Valley Cellars,Windsor,CA,95492,Unlicensed Supplier
X01766,Marimar Torres Estate,11400 Graton Road,Sebastopol,CA,95472,Unlicensed Supplier
B00058,Marin Brewing Co Ltd,1809 Larkspur Landing Circle,Lakspur,CA,94939,Unlicensed Supplier
X14292,Mario Bazan Cellars,1784 Monticello Rd,Napa,CA,94558,Unlicensed Supplier
X01721,Mario Perelli Minetti Winery,1443 Silverado Trail,Rutherford,CA,94011,Unlicensed Supplier
X14610,Marisco Vineyards,30211 Avenida de las Banderas,Rancho Santa Margarita,CA,92688,Unlicensed Supplier
X11949,Maritime Wine Trading Collective,"3001 19th Street, Ste 201",San Francisco,CA,94110,Unlicensed Supplier
X13609,Mark Herold Wines,710 First Street,Napa,CA,94559,Unlicensed Supplier
X00329,Markham Vineyards,P O Box 636,St Helena,CA,94574,Unlicensed Supplier
X03398,Marston Family Vineyard,251 Channing Way #17,San Rafael,CA,94903,Unlicensed Supplier
X11143,Martella Wines,17287 Skyline Blvd,Woodside,CA,94062,Unlicensed Supplier
X16910,Martha Stoumen,5230 McFarlane Rd,Sebastopol,CA,95472,Unlicensed Supplier
X10783,Martin Estate,PO Box 390,Rutherford,CA,94573,Unlicensed Supplier
X03228,Martin Family Vineyards,P O Box 1532,Healdsburg,CA,95448,Unlicensed Supplier
X02992,Martin Ray Winery,2191 Laguna Road Suite C,Santa Rosa,CA,95401,Unlicensed Supplier
X12544,Martinelli Winery,4325 Santa Rosa Avenue,Santa Rosa,CA,95407-8278,Unlicensed Supplier
X12950,Martinelli Winery,3360 River Road,Windsor,CA,95492,Unlicensed Supplier
X01312,Martines Wines,285 Bel Marin Keys Suite Q,Novato,CA,94949,Unlicensed Supplier
X16272,Mason Ale Works,255 Rebel Rd,San Marcos,CA,92078,Unlicensed Supplier
B00739,Mason Ale Works,255 Rd Rebel,San Marcos,CA,92078,Unlicensed Supplier
X02254,Mason Cellars,5 Heritage Court,Yountville,CA,94599,Unlicensed Supplier
X12500,Matadorvino LLC,5975 Vista Loop,San Jose,CA,95124,Unlicensed Supplier
X00458,Matanzas Creek Winery,6097 Bennett Valley Road,Santa Rosa,CA,95404,Unlicensed Supplier
X15856,Matchbook Wine Company,PO Box 493,Zamora,CA,95698,Unlicensed Supplier
X11762,Mathis Wine,287 1st Street W,Sonoma,CA,95476,Unlicensed Supplier
X15949,Matthew Rorick Wines,P O Box 11065,Napa,CA,94581,Unlicensed Supplier
X13867,Matthiasson Family Vineyards,5225 Solano Ave,Napa,CA,94558,Unlicensed Supplier
X11165,Mauritson Family Winery,P O Box 2068,Healdsburg,CA,95448,Unlicensed Supplier
X01480,Maverick Brands,83 Park Place,Ukiah,CA,95482,Unlicensed Supplier
X17240,Maxville Winery,4105 Chiles Pope Valley Road,Saint Helena,CA,94574,Unlicensed Supplier
B00848,Maxwell & Bessie Inc,146 S Spaulding Drive,Beverly Hills,CA,90212,Unlicensed Supplier
X00451,Mayacamas Vineyards,1155 Lokoya Road,Napa,CA,94558,Unlicensed Supplier
X00211,Mayo Family winery,9200 Sonoma Highway,Kenwood,CA,95452,Unlicensed Supplier
X00848,Mazzocco Vineyards,1400 Lytton Springs Road,Healdsburg,CA,95448,Unlicensed Supplier
X12091,McCrorie Family Vineyard,3106 Silverado Trail,Napa,CA,94559,Unlicensed Supplier
X01059,McDowell Valley Vineyards,P O Box 449,Hopland,CA,95449,Unlicensed Supplier
X14964,McEvoy Ranch,PO BOX 341,Petaluma,CA,94952,Unlicensed Supplier
X13358,McFadden Farm,1600 Powerhouse Road,Potter Valley,CA,95469,Unlicensed Supplier
X00516,McKenzie Mueller Vnyd & winery,2530 Las Amigas Road,Napa,CA,94559,Unlicensed Supplier
B00075,McKenzie River Corporation,117 Greenwich Street,San Francisco,CA,94111,Unlicensed Supplier
X11197,McNab Ridge Winery,2350 McNab Ranch Road,Ukiah,CA,95482,Unlicensed Supplier
X12151,McPrice Myers Wine Co,2622 Silverwood Way,Paso Robles,CA,93446,Unlicensed Supplier
X11406,Meander LLC,P O Box 146,St Helena,CA,94574,Unlicensed Supplier
X10518,Medlock Ames Winery,PO Box 1921,Sebastopol,CA,95473,Unlicensed Supplier
X01211,Meeker Vineyard,5377 Dry Creek Road,Healdsburg,CA,95448-9786,Unlicensed Supplier
X14755,Melinda Kearney Wine Marketing LLC,1104 Adams Street,Saint Helena,CA,94574,Unlicensed Supplier
X02440,Melka Cellars,4242 Big Ranch Road,Napa,CA,94558,Unlicensed Supplier
X12548,Mellowood Vineyard,2979 Mellow Wood Drive,Fairplay,CA,95684,Unlicensed Supplier
X03160,Melville Winery,5185 E Highway 246,Lompoc,CA,93436,Unlicensed Supplier
X15948,Mending Wall Winery,3730 Silverado Trail N,St Helena,CA,94574,Unlicensed Supplier
X03442,Mendocino Cellars LLC,2350 McNab Ranch Road,Ukiah,CA,95482,Unlicensed Supplier
X03583,Mendocino Wine Group LLC,501 Parducci Road,Ukiah,CA,95482,Unlicensed Supplier
X01780,Mer Et Soleil,P O Box 35,Rutherford,CA,94573,Unlicensed Supplier
X02101,Merchant Vintner Imports,1839 Ygnacio Valley Road #210,Walnut Creek,CA,94598,Unlicensed Supplier
X02558,Meredith Vineyard Estate Inc,8132 Speer Ranch Road,Forestville,CA,95436,Unlicensed Supplier
X10809,Merlo Vineyards,191 Hartnell Avenue,Redding,CA,96002,Unlicensed Supplier
X10430,Merryvale Vineyards,1000 Main Street,St Helena,CA,94574,Unlicensed Supplier
X13726,Meteor Vineyards,2181 North Third Ave,Napa,CA,94558,Unlicensed Supplier
X14314,Mettler Family Vineyards,2350 McNab Ranch Rd,Ukiah,CA,94582,Unlicensed Supplier
X11682,Meyer Family Cellars,19750 Hwy 128,Yorkville,CA,95494,Unlicensed Supplier
X10880,Mi Sueno,860 Kaiser Road Suite 1,Napa,CA,94558,Unlicensed Supplier
X00906,Mi Sueno Cellars,1001 Broadmoor Drive,Napa,CA,94558,Unlicensed Supplier
X03152,Michael David Vineyards,4580 West Highway 12,Lodi,CA,95242,Unlicensed Supplier
X11881,Michael Pozzan Winery,1205 Randolph Street,Napa,CA,94559,Unlicensed Supplier
X10572,Michael Scott Wines Ltd,2993 Brookwood Dr,Napa,CA,94558-4904,Unlicensed Supplier
X12497,Michael Sullberg Wines,12001 South Highway 99,Manteca,CA,95336,Unlicensed Supplier
X02650,Michel Schlumberger,P O Box 1350,Suison City,CA,94585,Unlicensed Supplier
X02588,Midnight Cellars,2867 Township Road,Paso Robles,CA,93446,Unlicensed Supplier
X11981,Midsummer Cellars,107 Lilac Lane,St Helena,CA,94574,Unlicensed Supplier
X01679,Mietz Cellars,602 Limerick Lane,Healdsburg,CA,95448,Unlicensed Supplier
X02731,Mildara Blass Inc,P O Box 368,Windsor,CA,95492,Unlicensed Supplier
X14373,Mill Creek Vineyards & Winery,P O Box 758,Healdsburg,CA,95448,Unlicensed Supplier
B00616,Millennium Products,4646 Hampton Street,Los Angles,CA,90058,Unlicensed Supplier
X15584,Miller Family Wine Company,2717 Aviation Way Suite 101,Santa Maria,CA,93455,Unlicensed Supplier
X10499,Miller Wine Works,Po Box 3148,Napa,CA,94558,Unlicensed Supplier
X02503,Miner Family Winery,P O Box 367,Oakville,CA,94562,Unlicensed Supplier
X13567,Mira Winery,105 Zinfandel Lane,St Helena,CA,94514,Unlicensed Supplier
X03094,Miranda Family Winemakers,Pier 23 The Embarcadero Suite 201,San Francisco,CA,94111,Unlicensed Supplier
X11598,Miro Cellars,412 S Franklin Street,Cloverdale,CA,95425,Unlicensed Supplier
X02697,Mission Bell Winery,12667 Road 24,Madera,CA,93639,Unlicensed Supplier
B00443,Mission Brewery Inc,1441 L Street,San Diego,CA,92101,Unlicensed Supplier
X11719,Miura Vineyards,1160B Hopper Avenue,Santa Rosa,CA,95403,Unlicensed Supplier
X16812,Modus Operandi Cellars LLC,3125 St Helena Hwy N,Saint Helena,CA,94574,Unlicensed Supplier
X10427,Moffet Marketing,580 Foothill Boulevard,Napa,CA,94558,Unlicensed Supplier
X11600,Mojou's Bench,PO Box 1849,Healdsburg,CA,95448,Unlicensed Supplier
X12729,Mommy Juice Wines,1 Hummingbird Lane,San Martin,CA,95046,Unlicensed Supplier
B00604,Monkish Brewing Co,20311 S Western Ave,Torrance,CA,90501,Unlicensed Supplier
X15131,Mono Verde Imports,277 Pleasant St Unit 317,Pasadena,CA,91101,Unlicensed Supplier
X10728,Mont La Salle Altar Wines,999 Adams Street 105,St Helena,CA,94574,Unlicensed Supplier
X00994,Mont St John,5400 Old Sonoma Road,Napa,CA,94558,Unlicensed Supplier
X13785,Montagna Napa Valley,141 Long Ranch Rd,Saint Helena,CA,94574-9403,Unlicensed Supplier
X00601,Monte Lago Vineyards & Winery,744 Longridge Road,Oakland,CA,94610,Unlicensed Supplier
X16074,Monte Rio Partners LLC,6780 McKinley St,Sebastopol,CA,95472,Unlicensed Supplier
X10859,Montemaggiore,2355 W Dry Creek Road,Healdsburg,CA,95448,Unlicensed Supplier
X10586,Monterey Wine Company,P O Box 489,Los Altos,CA,94023-0489,Unlicensed Supplier
X00440,Monticello Cellars,4242 Big Ranch Road,Napa,CA,94558,Unlicensed Supplier
B00824,Moonraker Brewing,12970 Earhart Ave,Auburn,CA,95602,Unlicensed Supplier
X01039,Morgan Winery,One Celera Canyon,Salinas,CA,93908,Unlicensed Supplier
X10707,Mosaic Vineyards,9119 Graton Road,Graton,CA,95444,Unlicensed Supplier
X10648,Mosby Vintners,9496 Santa Rosa Road,Buellton,CA,93417,Unlicensed Supplier
X14840,Moshin Vineyards,10295 Westside Road,Healdsburg,CA,95448,Unlicensed Supplier
X10407,Mosley Winery Services,2008 Holly Street,Yountville,CA,94599,Unlicensed Supplier
X00849,Mount Eden Vineyards,22020 Mount Eden Road,Saratoga,CA,95078,Unlicensed Supplier
X02139,Mount Palomar Winery,33820 California Road,Temecula,CA,92591,Unlicensed Supplier
X14578,Mountain Peak Vineyards LLC,3730 N Silverado Trail,St Helena,CA,94574,Unlicensed Supplier
X03644,Mountain Peoples,110 Springhill Drive #10,Grass Valley,CA,95945,Unlicensed Supplier
X00930,Mountain View Vineyards,1561 S Novato Blvd Suite A,Novato,CA,94947-4100,Unlicensed Supplier
X14247,Mountain View Vintners,"1480 E Main Street, Ste 1",Morgan Hill,CA,95037,Unlicensed Supplier
X13015,Mouton Noir Wines,163 Camino dorado,Napa,CA,94558,Unlicensed Supplier
B00038,Moylan's Brewing Co Ltd,15 Rowland Way,Novato,CA,94945,Unlicensed Supplier
X12576,Mt Beautiful USA,1060 Grant Street Suite 2A,Benicia,CA,94510-0000,Unlicensed Supplier
X12767,Mueller Winery,6301 Starr Road,Windsor,CA,95492,Unlicensed Supplier
X00749,Murphy Goode Estate Winery,4001 Highway 128,Geyserville,CA,95441,Unlicensed Supplier
X14243,Muscardini Cellars,9380 Sonoma Highway,Kenwood,CA,95452,Unlicensed Supplier
X13603,Mustache Mentors,460 Seaport Circle Suite 220,Redwood City,CA,94063,Unlicensed Supplier
X03095,Mutt Lynch,465 Stony Point #222,Santa Rosa,CA,95401-5969,Unlicensed Supplier
B00212,Mutual Trading Co Inc,431 Crocker Street,Los Angeles,CA,90013,Unlicensed Supplier
X02321,Mutual Wholesale Liquor,4510 South Boyle Avenue,Vernon,CA,90058,Unlicensed Supplier
X14013,N2 Wines,7415 St Helena,Yountville,CA,94559,Unlicensed Supplier
X16269,NINE SUNS LLC,200 LONG RANCH RD,ST HELENA,CA,94574,Unlicensed Supplier
X15728,NMK Wine Consulting,531 Jade St,Petaluma,CA,94952,Unlicensed Supplier
X17411,NORTH AMERICAN FOOD DISTRIBUTING CO INC,3969 INDUSTRIAL BLVD,WEST SACRAMENTO,CA,95691,Unlicensed Supplier
B00938,NORTH AMERICAN FOOD DISTRIBUTING CO INC,3969 INDUSTRIAL BLV,WEST SACRAMENTO,CA,95691,Unlicensed Supplier
X15460,NZ Winr Navigator,235 Montgomery Street 30th Floor,San Francisco,CA,94104,Unlicensed Supplier
X00828,Nalle Winery,P O Box 454,Healdsburg,CA,95448,Unlicensed Supplier
X03269,Namdar & Son Inc,P O Box 728,Kentfield,CA,94904,Unlicensed Supplier
X01652,Napa Beaucanon Company,41 Sutter St #1178,St Helena,CA,94104,Unlicensed Supplier
X14329,Napa L'Attidute LLC,5255 Solano Avenue,Napa,CA,94558,Unlicensed Supplier
X03499,Napa Redwoods Estate,4723 Redwood Road,Napa,CA,94558,Unlicensed Supplier
X02456,Napa Ridge Coastal Wines,6342 Bystrum Road,Ceres,CA,95307,Unlicensed Supplier
X02457,Napa Ridge Winery,P O Box 51528,Los Angeles,CA,95307,Unlicensed Supplier
B00427,Napa Smith Brewery,1 Executive Way,Napa,CA,94558,Unlicensed Supplier
X12490,Napa Station,447 Aviation Blvd,Santa Rosa,CA,95403,Unlicensed Supplier
X11030,Napa Valley Altar Wine,999 Adams Ste 105,St Helena,CA,94574,Unlicensed Supplier
X00995,Napa Valley Specialty Wines Inc,385A La Fata Street,St Helena,CA,94574,Unlicensed Supplier
X13261,Napa Vintage Storage,221 Devlin Road,Napa,CA,94558,Unlicensed Supplier
X03201,Napa Wine Company,7830 40 St Helena Highway,Oakville,CA,94562,Unlicensed Supplier
X14585,Natural Selections,P O Box 989,St. Helena,CA,94574,Unlicensed Supplier
X12933,Navarro Vineyards,PO Box 47,Philo,CA,95466,Unlicensed Supplier
X10968,Neal Family Vineyards,716 Lipacita Road,Angwin,CA,94508,Unlicensed Supplier
X01273,Nelson Estate Vineyard,18700 Geyserville Avenue,Geyserville,CA,95441,Unlicensed Supplier
X01986,Nevada County Wine Guild,11372 Winter Moon Way,Nevada City,CA,95959,Unlicensed Supplier
X01987,New Parrott & Company,5565 Tesla Road,Livermore,CA,94550,Unlicensed Supplier
X03154,New Vine Logistics,125 Mazzetta Court,American Canyan,CA,94503,Unlicensed Supplier
X13705,New Vineland LLC,1501 East Chesnut Court Unit E,Lompoc,CA,93436,Unlicensed Supplier
X00221,New World Wines,2 Henry Adams St  Suite 466,San Francisco,CA,94103,Unlicensed Supplier
X01402,Newlan Vineyards,5225 Solano Avenue,Napa,CA,94558,Unlicensed Supplier
X00850,Newton Vineyard,2555 Madrona Avenue,St Helena,CA,94574,Unlicensed Supplier
X13662,Next Generation Wine Co,20580 Eighth Street East,Sonoma,CA,95476,Unlicensed Supplier
X03123,Nexus Importing,Box 20593,El Sobrante,CA,94803,Unlicensed Supplier
X00928,Neyers Winery,P O Box 1028,St Helena,CA,94574,Unlicensed Supplier
X15693,Nichelini Family Winery,2950 Canyon Road,St Helena,CA,94574,Unlicensed Supplier
X13965,Nicholas Allen Wines,163 Camino Dodrado,Napa,CA,94559,Unlicensed Supplier
X02019,Nichols Winery and Cellar,8180 Manitoba Street,Playa Del Rey,CA,90293,Unlicensed Supplier
X11198,Nicholson Ranch,4200 Napa Road,Sonoma,CA,95476,Unlicensed Supplier
X00486,Nickel & Nickel,P O Box 327,Oakville,CA,94562,Unlicensed Supplier
X13297,Niebaum Coppola Estate Winery,1460 Niebaum Lane,Rutherford,CA,94573,Unlicensed Supplier
X13847,Nimrod Wines,1471 First St,Calistoga,CA,94515,Unlicensed Supplier
X10591,Nine North Wine Company,5584 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X12663,Niner Wine Estates,5921 Birkdale Lane,San Luis Obispo,CA,93401,Unlicensed Supplier
X12111,Niven Family Wine Estates,4915 Orcutt Road,San Luis Obispo,CA,93401,Unlicensed Supplier
X16419,Nomadic Distribution,5934 Zelzah Ave,Encino,CA,91316,Unlicensed Supplier
X15249,Nomadica Co,12655 W Jefferson Blvd,Los Angeles,CA,90066,Unlicensed Supplier
X12401,NorCal Winery & Distillery,4950 Ross Road,Sevastopol,CA,95472,Unlicensed Supplier
X01740,Norman Vineyards,7450 Vineyard Drive,Paso Robles,CA,93446,Unlicensed Supplier
X02155,North Berkeley Imp,1505 Shattuck Avenue,Berkeley,CA,94709,Unlicensed Supplier
B00007,North Coast Brewing Co Inc,444 North Main Street,Fort Bragg,CA,95437,Unlicensed Supplier
X03268,Nova Wines Inc,953 Galleron Lane,St Helena,CA,94574,Unlicensed Supplier
X11894,Novy Cellars,160 Wikiup Drive Suite 206,Santa Rosa,CA,95403,Unlicensed Supplier
X11020,Nuccio and Wise,3452 Redwood Road,Napa,CA,94558,Unlicensed Supplier
X10436,O'Brien Family Vineyards,1200 Orchard Avenue,Napa,CA,94558,Unlicensed Supplier
X17245,O'NEILL BEVERAGES CO LLC,101 LARKSPUR LANDING CIRCLE,LARKSPUR,CA,94939,Unlicensed Supplier
X13156,O'Neil Vintners & Distillery,8418 S Lac Jac Avenue,Parlier,CA,93648,Unlicensed Supplier
X11736,O'Neil Vosti Wines,PO Box 2430,Napa,CA,94558,Unlicensed Supplier
X15925,O'Neill Vintners & Distillery,8418 South Lac Jac Ave,Parlier,CA,93648,Unlicensed Supplier
X01134,O'Shaughnessy Estate Winery,P O Box 923,Angwin,CA,94508,Unlicensed Supplier
X12400,Oak Cliff Cellars,849 Jackson Street #3,Napa,CA,94559,Unlicensed Supplier
X15156,Oak Farm Vineyards,23627 N. DeVries Road,Lodi,CA,95242,Unlicensed Supplier
X01373,Oakville Ranch Vineyards,524 Cerrito Avenue,Hillsborough,CA,94100,Unlicensed Supplier
X12855,Oasis Wines,5998 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X15760,Obac Warehouse,230 Madison Street,Oackland,CA,94607,Unlicensed Supplier
X14775,Obsession Wine Co,P O Box 430,Oakville,CA,94562,Unlicensed Supplier
X13080,Obsidian Ridge Wine Co,440 Grand Ave Ste 320,Oakland,CA,94610,Unlicensed Supplier
X14158,Occidental Wine,4707 Vine Hill Rd,Sebastopol,CA,95472,Unlicensed Supplier
X15167,Oceano Wines,270 Kreuzer Ln,Napa,CA,94559,Unlicensed Supplier
X13346,Odisea Wine Company,2511 Napa Valley Corp Dr,Napa,CA,94558,Unlicensed Supplier
X15178,Ojai Vineyard,770 Skyway Court,Napa,CA,-,Unlicensed Supplier
X00787,Ojai Vineyard  The,P O Box 952,Oakview,CA,93022,Unlicensed Supplier
X01393,Old Bridge Cellars,703 Jefferson Street,Napa,CA,94559,Unlicensed Supplier
X13849,"Old Vine Wine Partners, LLC",5584 Silverado Trail,Napa,CA,94558,Unlicensed Supplier
X15098,Old World Wine CA,10810 Inland Ave,Mira Loma,CA,91752,Unlicensed Supplier
X17407,Oleandri,1732 Jefferson Street Suite 1,Napa,CA,94559,Unlicensed Supplier
X02382,Oliver Caldwell Cellars,1241 Adams St #1073,St Helena,CA,94574,Unlicensed Supplier
X16356,Oliver McCrum Wines,2373 Woolsey St,Berkeley,CA,94705,Unlicensed Supplier
X16085,Oliver McCrum Wines & Spirits,545 Sanchez Street,San Franciscon,CA,94114,Unlicensed Supplier
X10580,Olson Ogden Wines,P O Box 2559,Sebastopol,CA,95473,Unlicensed Supplier
X11338,One True Vine,1050 Adams Street Ste C,St Helena,CA,94574,Unlicensed Supplier
X14773,One Vine Wines,12934 Francine Terrace,Poway,CA,92064,Unlicensed Supplier
X15771,One Vine Wines,2643 Industrial Parkway,Santa Maria,CA,93455,Unlicensed Supplier
X15469,One87 Wine and Cocktails LLC,265 Lambard Road Suite A,American Cyn,CA,94503,Unlicensed Supplier
X12984,OneHope Wine,17945 Sky Park Circle Suite E,Irvine,CA,92614,Unlicensed Supplier
X14513,Opal Moon Winery,21660 8th St East 3C,Sonoma,CA,95476,Unlicensed Supplier
X12484,Opolo Wines,7110 Vineyard Drive,Paso Robles,CA,93446,Unlicensed Supplier
X01040,Optima Wine Cellars,P O Box 1691,Healdsburg,CA,95448,Unlicensed Supplier
X02583,Opus One Winery LLC,1144 Oakville Cross Road,Oakville,CA,94562,Unlicensed Supplier
X11023,Orchid Hill Wine,23978 Connecticut Street,Hayward,CA,94545,Unlicensed Supplier
X10703,Oreana Winery Cellar,205 Anacapa Street,Santa Barbara,CA,93101,Unlicensed Supplier
X03186,Orfila Vineyards Inc,13455 San Pasqual Road,Escondido,CA,92025,Unlicensed Supplier
X10849,Orin Swift Cellars,116 First Street,Napa,CA,94559,Unlicensed Supplier
X01629,Orleans Hill Winery,P O Box 1254,Woodland,CA,95776,Unlicensed Supplier
X12985,Osocalis Inc,5579 Old San Jose Road,Soquel,CA,95073,Unlicensed Supplier
X12143,Osseus Wine Company,2548 Brunswick Drive,Santa Maria,CA,93455,Unlicensed Supplier
X16037,Otos Wine Co,559 Walten Way,Windsor,CA,95492,Unlicensed Supplier
X11983,Outpost Winery,2076 Summit Lake Drive,Angwin,CA,94508,Unlicensed Supplier
X13207,Ovid Vineyards,255 Long Ranch Road,Saint Helena,CA,94574,Unlicensed Supplier
X12488,Owl Ridge Wine Services,2064 Gravenstein Highway N Building 1 Suite 120,Sebastopol,CA,95472,Unlicensed Supplier
X14628,PACIFIC RIM WIN LOGISTICS,125 S MAIN STREET SUITE 311,SEBASTOPAOL,CA,95472,Unlicensed Supplier
X17261,PALI WINE CO,401 Wilshire Blvd,Santa Monica,CA,90401,Unlicensed Supplier
X17363,PAULA KORNELL SPARKLING,4201 ST HELENA HWY,CALISTOGA,CA,94515,Unlicensed Supplier
X16893,PAX MAHLE WINES LLC,6780 MCKINLEY ST,SEBASTOPOL,CA,95472,Unlicensed Supplier
X14077,PAYDIRT WINES LLC,2323 TULEY ROAD SUITE 110,PASO ROBLES,CA,93446,Unlicensed Supplier
X14421,PHILO RIDGE VINEYARDS,14125 CA - 128,Boonville,CA,95415,Unlicensed Supplier
X15967,PILCROW,95 WINEDALE LN,NAPA,CA,94558,Unlicensed Supplier
